,CPU Name,No. Sockets,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Performance,Test Date,Socket,Category
3541,Intel Xeon E-2234 @ 3.60GHz,1,4,$590.42,"9,958",16.87,"2,878",4.88,71,140.25,Oct 2020,FCLGA1151-2,Server
3542,Intel Xeon E-2236 @ 3.40GHz,1,6,$452.02*,"14,012",31.00,"2,802",6.20,80,175.15,Nov 2019,FCLGA1151-2,Server
3543,Intel Xeon E-2244G @ 3.80GHz,1,4,$334.73*,"9,624",28.75,"2,691",8.04,71,135.55,Oct 2019,FCLGA1151-2,Server
3544,Intel Xeon E-2246G @ 3.60GHz,1,6,$311.00*,"13,785",44.32,"2,787",8.96,80,172.31,Aug 2019,FCLGA1151-2,Server
3545,Intel Xeon E-2254ML @ 1.70GHz,1,4,NA,"6,333",NA,"2,029",NA,25,253.31,Dec 2019,FCBGA1440,Server
3546,Intel Xeon E-2274G @ 4.00GHz,1,4,$431.54*,"9,892",22.92,"2,838",6.58,83,119.18,Oct 2019,FCLGA1151-2,Server
3547,Intel Xeon E-2276G @ 3.80GHz,1,6,$460.29*,"13,946",30.30,"2,872",6.24,80,174.33,Nov 2019,FCLGA1151-2,Server
3548,Intel Xeon E-2276M @ 2.80GHz,1,6,$450.00*,"11,846",26.32,"2,626",5.84,45,263.24,Jul 2019,FCBGA1440,Laptop
3549,Intel Xeon E-2276ME @ 2.80GHz,1,6,$450.00*,"8,167",18.15,"1,604",3.56,45,181.50,Jul 2021,FCBGA1440,"Server, Mobile/Embedded"
3550,Intel Xeon E-2276ML @ 2.00GHz,1,6,NA,"6,353",NA,"1,222",NA,25,254.14,Sep 2022,FCBGA1440,Server
3551,Intel Xeon E-2278G @ 3.40GHz,1,8,$494.00*,"17,082",34.58,"2,950",5.97,80,213.53,Nov 2019,FCLGA1151-2,Server
3552,Intel Xeon E-2278GE @ 3.30GHz,1,8,$494.00*,"16,379",33.15,"2,712",5.49,80,204.73,Jun 2020,FCLGA1151-2,Server
3553,Intel Xeon E-2278GEL @ 2.00GHz,1,8,$494.00*,"12,024",24.34,"2,428",4.91,35,343.53,Nov 2019,FCLGA1151-2,Server
3554,Intel Xeon E-2286G @ 4.00GHz,1,6,"$1,253.00*","14,020",11.19,"2,856",2.28,95,147.57,Oct 2019,FCLGA1151-2,Server
3555,Intel Xeon E-2286M @ 2.40GHz,1,8,"$1,373.18*","15,092",10.99,"2,730",1.99,45,335.37,Jul 2019,FCBGA1440,Laptop
3556,Intel Xeon E-2288G @ 3.70GHz,1,8,$539.00*,"17,444",32.36,"2,905",5.39,95,183.62,Sep 2019,FCLGA1151-2,Server
3557,Intel Xeon E-2314 @ 2.80GHz,1,4,$244.88*,"8,146",33.26,"2,732",11.15,65,125.32,Jan 2022,FCLGA1200,Server
3558,Intel Xeon E-2324G @ 3.10GHz,1,4,$274.99,"9,771",35.53,"2,953",10.74,65,150.32,Dec 2022,FCLGA1200,Server
3559,Intel Xeon E-2334 @ 3.40GHz,1,4,$319.99,"13,011",40.66,"3,356",10.49,65,200.17,Mar 2022,FCLGA1200,Server
3560,Intel Xeon E-2336 @ 2.90GHz,1,6,$362.99,"16,768",46.19,"3,226",8.89,65,257.97,Jan 2022,FCLGA1200,Server
3561,Intel Xeon E-2356G @ 3.20GHz,1,6,$333.00*,"18,521",55.62,"3,276",9.84,80,231.51,Jan 2022,FCLGA1200,Server
3562,Intel Xeon E-2374G @ 3.70GHz,1,4,$419.43,"13,607",32.44,"3,416",8.14,80,170.08,Jan 2022,FCLGA1200,Server
3563,Intel Xeon E-2378 @ 2.60GHz,1,8,$466.40,"17,472",37.46,"3,263",7.00,65,268.80,Jan 2022,FCLGA1200,Server
3564,Intel Xeon E-2378G @ 2.80GHz,1,8,$599.00*,"21,153",35.31,"3,352",5.60,80,264.42,Jul 2022,FCLGA1200,Server
3565,Intel Xeon E-2386G @ 3.50GHz,1,6,$579.88*,"19,613",33.82,"3,393",5.85,95,206.46,Jun 2022,FCLGA1200,Server
3566,Intel Xeon E-2388G @ 3.20GHz,1,8,$539.00*,"23,616",43.81,"3,444",6.39,95,248.59,Oct 2021,FCLGA1200,Server
3567,Intel Xeon E-2436,1,6,$319.00*,"22,398",70.21,"3,562",11.17,65,344.58,Mar 2024,FCLGA1700,Server
3568,Intel Xeon E-2456,1,6,$375.00*,"23,743",63.31,"4,141",11.04,80,296.78,Mar 2024,FCLGA1700,Server
3569,Intel Xeon E-2468,1,8,$426.00*,"25,579",60.04,"3,948",9.27,65,393.52,Apr 2024,FCLGA1700,Server
3570,Intel Xeon E-2478,1,8,$556.00*,"29,827",53.65,"4,000",7.19,80,372.84,Aug 2024,FCLGA1700,Server
3571,Intel Xeon E-2488,1,8,$606.00*,"29,590",48.83,"4,198",6.93,95,311.47,Jan 2024,FCLGA1700,Server
3572,Intel Xeon E3-1205 v6 @ 3.00GHz,1,4,$193.00*,"5,682",29.44,"1,875",9.72,65,87.41,Jan 2020,FCLGA1151,Server
3573,Intel Xeon E3-1220 @ 3.10GHz,1,4,$25.99,"3,897",149.93,"1,548",59.57,80,48.71,Aug 2011,LGA1155,Server
3574,Intel Xeon E3-1220 V2 @ 3.10GHz,1,4,$89.95,"4,674",51.96,"1,875",20.84,69,67.74,Jul 2012,LGA1155,Server
3575,Intel Xeon E3-1220 v3 @ 3.10GHz,1,4,$89.95,"5,179",57.58,"1,953",21.71,80,64.74,Jan 2011,LGA1150,Server
3576,Intel Xeon E3-1220 v5 @ 3.00GHz,1,4,$9.99,"5,805",581.08,"2,064",206.62,80,72.56,Jan 2016,FCLGA1151,Server
3577,Intel Xeon E3-1220 v6 @ 3.00GHz,1,4,$206.03,"5,754",27.93,"1,869",9.07,72,79.92,Nov 2017,FCLGA1151,Server
3578,Intel Xeon E3-1220L @ 2.20GHz,1,2,NA,"2,295",NA,"1,604",NA,20,114.75,May 2011,LGA1155,Server
3579,Intel Xeon E3-1220L V2 @ 2.30GHz,1,2,$177.66*,"2,248",12.65,"1,505",8.47,17,132.21,Mar 2014,LGA1155,Server
3580,Intel Xeon E3-1220L v3 @ 1.10GHz,1,2,NA,"1,407",NA,777,NA,13,108.20,May 2014,LGA1150,Server
3581,Intel Xeon E3-1225 @ 3.10GHz,1,4,$205.88*,"3,909",18.99,"1,581",7.68,95,41.15,Jan 2011,LGA1155,Server
3582,Intel Xeon E3-1225 V2 @ 3.20GHz,1,4,$209.86*,"4,750",22.63,"1,933",9.21,77,61.69,Sep 2012,LGA1155,Server
3583,Intel Xeon E3-1225 v3 @ 3.20GHz,1,4,$248.65*,"5,295",21.29,"2,009",8.08,84,63.04,Jun 2013,LGA1150,Server
3584,Intel Xeon E3-1225 v5 @ 3.30GHz,1,4,$175.00,"5,982",34.18,"2,122",12.13,80,74.78,Feb 2016,FCLGA1151,Server
3585,Intel Xeon E3-1225 v6 @ 3.30GHz,1,4,$349.95,"5,765",16.47,"2,038",5.82,73,78.97,May 2017,FCLGA1151,Server
3586,Intel Xeon E3-1226 v3 @ 3.30GHz,1,4,$639.00*,"5,540",8.67,"2,105",3.29,84,65.95,Jul 2014,FCLGA1150,Server
3587,Intel Xeon E3-1230 @ 3.20GHz,1,4,$277.00,"5,136",18.54,"1,665",6.01,80,64.20,Apr 2011,LGA1155,Server
3588,Intel Xeon E3-1230 V2 @ 3.30GHz,1,4,$189.95,"6,195",32.62,"1,989",10.47,69,89.79,May 2012,LGA1155,Server
3589,Intel Xeon E3-1230 v3 @ 3.30GHz,1,4,$309.88,"6,816",22.00,"2,079",6.71,80,85.20,Jun 2013,LGA1150,Server
3590,Intel Xeon E3-1230 v5 @ 3.40GHz,1,4,$69.00,"7,921",114.79,"2,193",31.78,80,99.01,Jan 2016,FCLGA1151,Server
3591,Intel Xeon E3-1230 v6 @ 3.50GHz,1,4,$449.95,"8,212",18.25,"2,203",4.90,72,114.06,Jun 2017,FCLGA1151,Server
3592,Intel Xeon E3-1230L v3 @ 1.80GHz,1,4,$250.00,"5,251",21.00,"1,619",6.47,25,210.04,Dec 2013,LGA1150,Server
3593,Intel Xeon E3-1231 v3 @ 3.40GHz,1,4,$349.95,"7,045",20.13,"2,149",6.14,80,88.07,May 2014,FCLGA1150,Server
3594,Intel Xeon E3-1235 @ 3.20GHz,1,4,$219.00,"5,053",23.07,"1,607",7.34,95,53.18,Jun 2011,LGA1155,Server
3595,Intel Xeon E3-1235L v5 @ 2.00GHz,1,4,NA,"5,013",NA,"1,761",NA,25,200.53,Mar 2017,FCLGA1151,Server
3596,Intel Xeon E3-1240 @ 3.30GHz,1,4,$132.00*,"5,403",40.93,"1,723",13.05,80,67.54,May 2011,LGA1155,Server
3597,Intel Xeon E3-1240 V2 @ 3.40GHz,1,4,$150.00,"6,358",42.39,"2,034",13.56,69,92.15,Jul 2012,LGA1155,Server
3598,Intel Xeon E3-1240 v3 @ 3.40GHz,1,4,$182.56*,"7,053",38.64,"2,150",11.78,80,88.17,Jun 2013,LGA1150,Server
3599,Intel Xeon E3-1240 v5 @ 3.50GHz,1,4,$803.00,"8,247",10.27,"2,295",2.86,80,103.09,Nov 2015,FCLGA1151,Server
3600,Intel Xeon E3-1240 v6 @ 3.70GHz,1,4,$29.99,"8,645",288.26,"2,369",78.99,72,120.07,Jul 2017,FCLGA1151,Server
3601,Intel Xeon E3-1240L v3 @ 2.00GHz,1,4,$895.50*,"5,655",6.31,"1,739",1.94,25,226.19,Feb 2015,FCLGA1150,Server
3602,Intel Xeon E3-1240L v5 @ 2.10GHz,1,4,$278.00*,"6,511",23.42,"1,909",6.87,25,260.44,Sep 2017,FCLGA1151,Server
3603,Intel Xeon E3-1241 v3 @ 3.50GHz,1,4,$254.74,"7,139",28.02,"2,173",8.53,80,89.23,Sep 2014,LGA1150,Server
3604,Intel Xeon E3-1245 @ 3.30GHz,1,4,$245.00,"5,334",21.77,"1,717",7.01,95,56.15,May 2011,LGA1155,Server
3605,Intel Xeon E3-1245 V2 @ 3.40GHz,1,4,$315.00,"6,308",20.03,"2,026",6.43,77,81.92,May 2012,LGA1155,Server
3606,Intel Xeon E3-1245 v3 @ 3.40GHz,1,4,$534.00*,"7,020",13.15,"2,147",4.02,84,83.57,Jun 2013,LGA1150,Server
3607,Intel Xeon E3-1245 v5 @ 3.50GHz,1,4,$338.27*,"8,024",23.72,"2,242",6.63,80,100.30,Dec 2015,FCLGA1151,Server
3608,Intel Xeon E3-1245 v6 @ 3.70GHz,1,4,$198.48,"8,777",44.22,"2,418",12.18,73,120.23,Jun 2017,FCLGA1151,Server
3609,Intel Xeon E3-1246 v3 @ 3.50GHz,1,4,$758.00*,"7,293",9.62,"2,217",2.92,84,86.82,Jun 2014,FCLGA1150,Server
3610,Intel Xeon E3-1260L @ 2.40GHz,1,4,$269.99*,"4,063",15.05,"1,455",5.39,45,90.29,Jul 2011,LGA1155,Server
3611,Intel Xeon E3-1260L v5 @ 2.90GHz,1,4,$258.70*,"8,222",31.78,"2,310",8.93,45,182.70,Jun 2016,FCLGA1151,Server
3612,Intel Xeon E3-1265L @ 2.40GHz,1,4,$268.98*,"3,726",13.85,"1,395",5.19,45,82.80,Jul 2015,LGA1155,Server
3613,Intel Xeon E3-1265L V2 @ 2.50GHz,1,4,$463.39*,"5,145",11.10,"1,654",3.57,45,114.33,Sep 2012,LGA1155,Server
3614,Intel Xeon E3-1265L v3 @ 2.50GHz,1,4,$398.95,"6,204",15.55,"2,062",5.17,45,137.87,Jan 2012,FCLGA1150,Server
3615,Intel Xeon E3-1265L v4 @ 2.30GHz,1,4,NA,"6,954",NA,"2,073",NA,35,198.69,Jul 2018,FCLGA1150,Server
3616,Intel Xeon E3-1268L v3 @ 2.30GHz,1,4,NA,"5,770",NA,"1,879",NA,45,128.22,Sep 2014,LGA1150,Server
3617,Intel Xeon E3-1268L v5 @ 2.40GHz,1,4,$456.54*,"6,334",13.87,"1,721",3.77,35,180.98,Mar 2018,FCLGA1151,"Laptop, Server"
3618,Intel Xeon E3-1270 @ 3.40GHz,1,4,$178.00*,"5,376",30.20,"1,750",9.83,80,67.20,Jun 2011,LGA1155,Server
3619,Intel Xeon E3-1270 V2 @ 3.50GHz,1,4,$154.96,"6,488",41.87,"2,078",13.41,69,94.02,Jul 2012,LGA1155,Server
3620,Intel Xeon E3-1270 v3 @ 3.50GHz,1,4,$419.00,"7,274",17.36,"2,192",5.23,80,90.92,Jun 2013,LGA1150,Server
3621,Intel Xeon E3-1270 v5 @ 3.60GHz,1,4,$392.45*,"8,354",21.29,"2,313",5.89,80,104.43,Nov 2015,FCLGA1151,Server
3622,Intel Xeon E3-1270 v6 @ 3.80GHz,1,4,$719.95,"8,931",12.40,"2,458",3.41,72,124.04,May 2017,FCLGA1151,Server
3623,Intel Xeon E3-1270L v4 @ 3.00GHz,1,4,NA,"7,662",NA,"2,378",NA,45,170.26,Feb 2019,LGA1150,Server
3624,Intel Xeon E3-1271 v3 @ 3.60GHz,1,4,$123.50*,"7,539",61.05,"2,279",18.46,80,94.24,Aug 2014,FCLGA1150,Server
3625,Intel Xeon E3-1275 @ 3.40GHz,1,4,$160.00,"5,516",34.48,"1,773",11.08,95,58.06,Apr 2011,LGA1155,Server
3626,Intel Xeon E3-1275 V2 @ 3.50GHz,1,4,$374.00,"6,631",17.73,"2,120",5.67,77,86.11,Apr 2012,LGA1155,Server
3627,Intel Xeon E3-1275 v3 @ 3.50GHz,1,4,$443.41,"7,213",16.27,"2,201",4.96,95,75.92,Jun 2013,LGA1150,Server
3628,Intel Xeon E3-1275 v5 @ 3.60GHz,1,4,$444.04,"8,501",19.14,"2,346",5.28,80,106.26,Dec 2015,FCLGA1151,Server
3629,Intel Xeon E3-1275 v6 @ 3.80GHz,1,4,$356.83*,"9,303",26.07,"2,554",7.16,73,127.44,May 2017,FCLGA1151,Server
3630,Intel Xeon E3-1275L v3 @ 2.70GHz,1,4,NA,"6,290",NA,"2,149",NA,45,139.77,Feb 2015,LGA1150,Server
3631,Intel Xeon E3-1276 v3 @ 3.60GHz,1,4,$906.00*,"7,508",8.29,"2,283",2.52,84,89.39,Jun 2014,FCLGA1150,Server
3632,Intel Xeon E3-1280 @ 3.50GHz,1,4,$358.00,"5,615",15.69,"1,804",5.04,95,59.11,Jun 2011,LGA1155,Server
3633,Intel Xeon E3-1280 V2 @ 3.60GHz,1,4,$525.00,"6,563",12.50,"2,168",4.13,69,95.11,May 2012,LGA1155,Server
3634,Intel Xeon E3-1280 v3 @ 3.60GHz,1,4,$249.00*,"7,393",29.69,"2,275",9.14,82,90.16,Jun 2013,LGA1150,Server
3635,Intel Xeon E3-1280 v5 @ 3.70GHz,1,4,$298.95,"8,407",28.12,"2,322",7.77,80,105.09,May 2016,FCLGA1151,Server
3636,Intel Xeon E3-1280 v6 @ 3.90GHz,1,4,$562.00,"9,032",16.07,"2,505",4.46,72,125.45,Mar 2017,FCLGA1151,Server
3637,Intel Xeon E3-1281 v3 @ 3.70GHz,1,4,$546.25*,"7,452",13.64,"2,329",4.26,82,90.88,Apr 2015,LGA1150,Server
3638,Intel Xeon E3-1285 v3 @ 3.60GHz,1,4,NA,"6,974",NA,"2,213",NA,84,83.02,Nov 2016,LGA1150,Server
3639,Intel Xeon E3-1285 v4 @ 3.50GHz,1,4,NA,"7,808",NA,"2,313",NA,95,82.19,Jun 2018,FCLGA1150,Server
3640,Intel Xeon E3-1285 v6 @ 4.10GHz,1,4,$989.95,"8,536",8.62,"2,579",2.61,79,108.05,Jan 2018,FCLGA1151,Server
3641,Intel Xeon E3-1285L v3 @ 3.10GHz,1,4,$898.50*,"6,803",7.57,"2,149",2.39,65,104.66,Nov 2014,LGA1150,Server
3642,Intel Xeon E3-1285L v4 @ 3.40GHz,1,4,"$1,222.00*","8,074",6.61,"2,350",1.92,65,124.22,Apr 2016,LGA1150,Server
3643,Intel Xeon E3-1286 v3 @ 3.70GHz,1,4,$839.00*,"7,418",8.84,"2,391",2.85,84,88.31,Oct 2014,LGA1150,Server
3644,Intel Xeon E3-1286L v3 @ 3.20GHz,1,4,$774.00*,"6,929",8.95,"2,329",3.01,65,106.60,Jan 2018,LGA1150,Server
3645,Intel Xeon E3-1290 @ 3.60GHz,1,4,$885.00*,"5,429",6.13,"1,834",2.07,95,57.15,Dec 2011,LGA1155,Server
3646,Intel Xeon E3-1290 V2 @ 3.70GHz,1,4,$885.00*,"6,526",7.37,"2,127",2.40,87,75.01,May 2012,LGA1155,Server
3647,Intel Xeon E3-1505L v5 @ 2.00GHz,1,4,NA,"5,083",NA,"1,548",NA,25,203.33,Mar 2017,FCBGA1440,"Laptop, Server"
3648,Intel Xeon E3-1505L v6 @ 2.20GHz,1,4,NA,"6,088",NA,"1,848",NA,25,243.52,May 2017,FCBGA1440,"Laptop, Server"
3649,Intel Xeon E3-1505M v5 @ 2.80GHz,1,4,NA,"6,956",NA,"2,004",NA,45,154.58,Nov 2015,FCBGA1440,Server
3650,Intel Xeon E3-1505M v6 @ 3.00GHz,1,4,NA,"7,466",NA,"2,230",NA,45,165.91,Jan 2017,Unknown,Server
3651,Intel Xeon E3-1515M v5 @ 2.80GHz,1,4,NA,"7,938",NA,"2,148",NA,45,176.40,Feb 2017,FCBGA1440,Server
3652,Intel Xeon E3-1535M v5 @ 2.90GHz,1,4,$623.00*,"7,524",12.08,"2,120",3.40,45,167.20,Dec 2015,FCBGA1440,"Laptop, Server"
3653,Intel Xeon E3-1535M v6 @ 3.10GHz,1,4,$623.00*,"7,952",12.76,"2,299",3.69,35,227.21,Apr 2017,FCBGA1440,"Laptop, Server"
3654,Intel Xeon E3-1545M v5 @ 2.90GHz,1,4,NA,"7,813",NA,"2,117",NA,45,173.63,Feb 2016,FCBGA1440,"Laptop, Server"
3655,Intel Xeon E3-1575M v5 @ 3.00GHz,1,4,"$1,207.00*","8,006",6.63,"2,204",1.83,45,177.92,Jun 2016,FCBGA1440,Server
3656,Intel Xeon E3-1585 v5 @ 3.50GHz,1,4,$556.00*,"8,408",15.12,"2,402",4.32,65,129.35,May 2017,FCBGA1440,Server
3657,Intel Xeon E3-1585L v5 @ 3.00GHz,1,4,$445.00*,"8,083",18.16,"2,188",4.92,45,179.63,Jun 2018,FCBGA1440,Server
3658,Intel Xeon E3110 @ 3.00GHz,1,2,$199.95*,"1,242",6.21,"1,331",6.66,65,19.11,Nov 2008,LGA775,Server
3659,Intel Xeon E3113 @ 3.00GHz,1,2,$9.79*,"1,429",145.96,"1,282",130.96,65,21.98,Oct 2014,LGA775,Server
3660,Intel Xeon E3120 @ 3.16GHz,1,2,NA,"1,408",NA,"1,370",NA,65,21.67,Mar 2010,LGA775,Server
3661,Intel Xeon E5-1410 @ 2.80GHz,1,4,$44.99*,"4,915",109.25,"1,487",33.04,80,61.44,Jan 2012,LGA1356,Server
3662,Intel Xeon E5-1410 v2 @ 2.80GHz,1,4,$19.20*,"5,715",297.65,"1,656",86.24,80,71.44,Aug 2015,LGA 1356,Server
3663,Intel Xeon E5-1428L v2 @ 2.20GHz,1,6,$20.37*,"6,255",307.05,"1,096",53.83,60,104.24,Sep 2019,FCLGA1356,Server
3664,Intel Xeon E5-1603 @ 2.80GHz,1,4,$33.89*,"3,463",102.18,"1,338",39.48,130,26.64,Jun 2012,LGA2011,Server
3665,Intel Xeon E5-1603 v3 @ 2.80GHz,1,4,$12.88*,"4,423",343.44,"1,616",125.44,140,31.60,Jan 2015,LGA2011-v3,Server
3666,Intel Xeon E5-1603 v4 @ 2.80GHz,1,4,NA,"4,683",NA,"1,753",NA,140,33.45,Feb 2017,FCLGA2011-3,Server
3667,Intel Xeon E5-1607 @ 3.00GHz,1,4,$11.53*,"3,731",323.58,"1,438",124.69,130,28.70,Aug 2012,LGA2011,Server
3668,Intel Xeon E5-1607 v2 @ 3.00GHz,1,4,$229.95*,"4,173",18.15,"1,636",7.11,130,32.10,Mar 2014,LGA 2011,Server
3669,Intel Xeon E5-1607 v3 @ 3.10GHz,1,4,NA,"4,950",NA,"1,815",NA,140,35.36,Feb 2015,LGA2011-v3,Server
3670,Intel Xeon E5-1607 v4 @ 3.10GHz,1,4,$178.02*,"5,200",29.21,"1,922",10.80,140,37.14,Nov 2016,FCLGA2011-3,Server
3671,Intel Xeon E5-1620 @ 3.60GHz,1,4,$70.00*,"5,860",83.72,"1,769",25.26,130,45.08,May 2012,LGA2011,Server
3672,Intel Xeon E5-1620 v2 @ 3.70GHz,1,4,$140.00,"6,543",46.73,"2,019",14.42,130,50.33,Jul 2013,FCLGA2011,Server
3673,Intel Xeon E5-1620 v3 @ 3.50GHz,1,4,$12.99,"6,993",538.33,"2,012",154.90,140,49.95,Sep 2014,LGA2011-v3,Server
3674,Intel Xeon E5-1620 v4 @ 3.50GHz,1,4,$112.55,"7,382",65.59,"2,226",19.78,140,52.73,May 2016,FCLGA2011-3,Server
3675,Intel Xeon E5-1630 v3 @ 3.70GHz,1,4,"$1,354.00*","7,388",5.46,"2,105",1.55,140,52.77,Oct 2014,LGA2011-v3,Server
3676,Intel Xeon E5-1630 v4 @ 3.70GHz,1,4,NA,"7,581",NA,"2,319",NA,140,54.15,Jul 2016,FCLGA2011-3,Server
3677,Intel Xeon E5-1650 @ 3.20GHz,1,6,$104.00*,"8,112",78.00,"1,736",16.69,130,62.40,Apr 2012,LGA2011,Server
3678,Intel Xeon E5-1650 v2 @ 3.50GHz,1,6,$229.95,"9,323",40.54,"2,052",8.92,130,71.72,Jul 2013,FCLGA2011,Server
3679,Intel Xeon E5-1650 v3 @ 3.50GHz,1,6,"$1,508.00","10,425",6.91,"2,123",1.41,140,74.47,Oct 2014,LGA2011-v3,Server
3680,Intel Xeon E5-1650 v4 @ 3.60GHz,1,6,$429.95*,"11,452",26.64,"2,381",5.54,140,81.80,Jul 2016,FCLGA2011-3,Server
3681,Intel Xeon E5-1660 @ 3.30GHz,1,6,$267.19*,"8,413",31.49,"1,806",6.76,130,64.71,Jul 2012,LGA2011,Server
3682,Intel Xeon E5-1660 v2 @ 3.70GHz,1,6,$614.29*,"10,268",16.72,"2,101",3.42,130,78.99,Dec 2013,LGA 2011,Server
3683,Intel Xeon E5-1660 v3 @ 3.00GHz,1,8,$48.91,"12,486",255.28,"1,979",40.45,140,89.19,Oct 2014,LGA2011-v3,Server
3684,Intel Xeon E5-1660 v4 @ 3.20GHz,1,8,$352.36,"13,582",38.55,"2,200",6.24,140,97.01,Oct 2016,FCLGA2011-3,Server
3685,Intel Xeon E5-1680 v2 @ 3.00GHz,1,8,NA,"12,646",NA,"2,107",NA,130,97.27,Sep 2014,LGA 2011,Server
3686,Intel Xeon E5-1680 v3 @ 3.20GHz,1,8,$589.99*,"13,108",22.22,"2,100",3.56,140,93.63,Mar 2015,LGA2011-v3,Server
3687,Intel Xeon E5-1680 v4 @ 3.40GHz,1,8,"$1,498.95*","14,211",9.48,"2,320",1.55,140,101.51,Oct 2016,FCLGA2011-3,Server
3688,Intel Xeon E5-1681 v3 @ 2.90GHz,1,10,NA,"14,820",NA,"2,040",NA,135,109.78,Apr 2016,LGA2011-v3,Server
3689,Intel Xeon E5-2403 @ 1.80GHz,1,4,$179.00,"2,367",13.22,802,4.48,80,29.59,Jan 2012,LGA 1356,Server
3690,Intel Xeon E5-2403 v2 @ 1.80GHz,1,4,$541.00*,"2,873",5.31,991,1.83,80,35.91,Apr 2015,FCLGA1356,Server
3691,Intel Xeon E5-2407 @ 2.20GHz,1,4,$12.99,"2,658",204.59,940,72.33,80,33.22,Jan 2012,LGA 1356,Server
3692,[Dual CPU] Intel Xeon E5-2407 @ 2.20GHz,2,4,$25.98,"5,394",207.63,"1,041",NA,80,NA,Jan 2012,LGA 1356,Server
3693,Intel Xeon E5-2407 v2 @ 2.40GHz,1,4,$89.00*,"3,504",39.37,"1,068",12.00,80,43.80,Sep 2014,FCLGA1356,Server
3694,[Dual CPU] Intel Xeon E5-2407 v2 @ 2.40GHz,2,4,$178.00*,"6,395",35.93,"1,282",NA,80,NA,Sep 2014,FCLGA1356,Server
3695,Intel Xeon E5-2418L @ 2.00GHz,1,4,NA,"3,518",NA,977,NA,50,70.36,Mar 2016,LGA 1356,Server
3696,Intel Xeon E5-2418L v2 @ 2.00GHz,1,6,$607.00*,"5,380",8.86,"1,078",1.78,50,107.59,Sep 2022,FCLGA1356,Server
3697,Intel Xeon E5-2420 @ 1.90GHz,1,6,$355.55*,"5,030",14.15,"1,089",3.06,95,52.95,Jun 2012,LGA1356,Server
3698,[Dual CPU] Intel Xeon E5-2420 @ 1.90GHz,2,6,$711.10*,"9,233",12.98,986,NA,95,NA,Jun 2012,LGA1356,Server
3699,[Quad CPU] Intel Xeon E5-2420 @ 1.90GHz,4,6,"$1,422.20*","3,065",2.15,"1,108",NA,95,NA,Jun 2012,LGA1356,Server
3700,Intel Xeon E5-2420 v2 @ 2.20GHz,1,6,$59.00,"6,356",107.72,"1,386",23.49,80,79.44,Apr 2014,FCLGA1356,Server
3701,[Dual CPU] Intel Xeon E5-2420 v2 @ 2.20GHz,2,6,$118.00,"11,796",99.96,"1,381",NA,80,NA,Apr 2014,FCLGA1356,Server
3702,[Dual CPU] Intel Xeon E5-2428L @ 1.80GHz,2,6,$154.00*,"8,500",55.20,899,NA,60,NA,Sep 2017,FCLGA1356,Server
3703,Intel Xeon E5-2430 @ 2.20GHz,1,6,$39.00*,"5,492",140.83,"1,175",30.12,95,57.81,Jan 2012,LGA 1356,Server
3704,[Dual CPU] Intel Xeon E5-2430 @ 2.20GHz,2,6,$78.00*,"9,513",121.96,"1,224",NA,95,NA,Jan 2012,LGA 1356,Server
3705,Intel Xeon E5-2430 v2 @ 2.50GHz,1,6,"$1,233.00*","7,039",5.71,"1,425",1.16,80,87.98,Jul 2014,LGA 1356,Server
3706,[Dual CPU] Intel Xeon E5-2430 v2 @ 2.50GHz,2,6,"$2,466.00*","12,267",4.97,"1,530",NA,80,NA,Jul 2014,LGA 1356,Server
3707,Intel Xeon E5-2430L @ 2.00GHz,1,6,$211.31*,"5,539",26.21,"1,096",5.19,60,92.31,Dec 2017,FCLGA1356,Server
3708,[Dual CPU] Intel Xeon E5-2430L @ 2.00GHz,2,6,$422.62*,"9,635",22.80,"1,192",NA,60,NA,Dec 2017,FCLGA1356,Server
3709,Intel Xeon E5-2430L v2 @ 2.40GHz,1,6,NA,"6,190",NA,"1,318",NA,60,103.17,Feb 2015,LGA 1356,Server
3710,[Dual CPU] Intel Xeon E5-2430L v2 @ 2.40GHz,2,6,NA,"12,183",NA,"1,374",NA,60,NA,Feb 2015,LGA 1356,Server
3711,Intel Xeon E5-2440 @ 2.40GHz,1,6,"$1,950.00*","6,091",3.12,"1,304",0.67,95,64.12,Mar 2014,LGA 1356,Server
3712,[Dual CPU] Intel Xeon E5-2440 @ 2.40GHz,2,6,"$3,900.00*","10,776",2.76,"1,151",NA,95,NA,Mar 2014,LGA 1356,Server
3713,Intel Xeon E5-2440 v2 @ 1.90GHz,1,8,$129.95,"7,655",58.91,"1,139",8.77,95,80.58,Oct 2014,LGA 1356,Server
3714,[Dual CPU] Intel Xeon E5-2440 v2 @ 1.90GHz,2,8,$259.90,"13,818",53.17,"1,313",NA,95,NA,Oct 2014,LGA 1356,Server
3715,Intel Xeon E5-2448L v2 @ 1.80GHz,1,10,"$1,424.00*","6,774",4.76,"1,235",0.87,70,96.77,Mar 2018,LGA 1356,Server
3716,Intel Xeon E5-2450 @ 2.10GHz,1,8,$49.00*,"7,534",153.75,"1,180",24.09,95,79.30,Apr 2015,LGA 1356,Server
3717,[Dual CPU] Intel Xeon E5-2450 @ 2.10GHz,2,8,$98.00*,"10,978",112.02,"1,260",NA,95,NA,Apr 2015,LGA 1356,Server
