	CPU Name	No. Sockets	Cores	CPU Mark	Thread Mark	TDP (W)	Power Performance	Test Date	Socket	Category
2710	Intel Core i7-2655LE @ 2.20GHz	1	2	1,999	1,231	25	79.95	Apr 2011	BGA1023	Desktop
2711	Intel Core i7-2670QM @ 2.20GHz	1	4	3,737	1,311	45	83.05	Sep 2011	PGA988B	Laptop
2712	Intel Core i7-2675QM @ 2.20GHz	1	4	3,828	1,288	45	85.06	Sep 2011	BGA1224	Laptop
2713	Intel Core i7-2677M @ 1.80GHz	1	2	1,912	1,260	17	112.47	Jul 2011	BGA1023	Laptop
2714	Intel Core i7-2700K @ 3.50GHz	1	4	5,744	1,823	95	60.46	Oct 2011	LGA1155	Desktop
2715	Intel Core i7-2710QE @ 2.10GHz	1	4	4,044	1,393	45	89.87	Sep 2011	PGA988B	Laptop
2716	Intel Core i7-2715QE @ 2.10GHz	1	4	3,221	1,287	45	71.59	Sep 2011	BGA1023	Laptop
2717	Intel Core i7-2720QM @ 2.20GHz	1	4	4,000	1,368	45	88.89	Jan 2011	BGA1224	Laptop
2718	Intel Core i7-2760QM @ 2.40GHz	1	4	4,373	1,534	45	97.19	Sep 2011	BGA1224	Laptop
2719	Intel Core i7-2820QM @ 2.30GHz	1	4	4,385	1,488	45	97.45	Feb 2011	BGA1224	Laptop
2720	Intel Core i7-2840QM @ 2.40GHz	1	4	3,842	1,493	NA	NA	Sep 2012	rPGA988B	Laptop
2721	Intel Core i7-2860QM @ 2.50GHz	1	4	4,521	1,549	45	100.47	Sep 2011	BGA1224	Laptop
2722	Intel Core i7-2920XM @ 2.50GHz	1	4	4,240	1,426	55	77.09	Feb 2011	FCPGA988	Laptop
2723	Intel Core i7-2960XM @ 2.70GHz	1	4	4,754	1,598	55	86.43	Oct 2011	PGA988B	Laptop
2724	Intel Core i7-3517U @ 1.90GHz	1	2	2,083	1,328	17	122.52	Jun 2012	BGA1023	Laptop
2725	Intel Core i7-3517UE @ 1.70GHz	1	2	2,384	1,433	17	140.21	Jun 2012	BGA1023	Laptop
2726	Intel Core i7-3520M @ 2.90GHz	1	2	2,867	1,742	35	81.91	Jun 2012	BGA1023	Laptop
2727	Intel Core i7-3537U @ 2.00GHz	1	2	2,337	1,441	17	137.45	Jan 2013	BGA1023	Laptop
2728	Intel Core i7-3540M @ 3.00GHz	1	2	2,977	1,791	35	85.07	Jan 2013	rPGA988B	Laptop
2729	Intel Core i7-3555LE @ 2.50GHz	1	2	2,238	1,336	25	89.51	Jun 2012	BGA1023	Laptop
2730	Intel Core i7-3610QE @ 2.30GHz	1	4	5,026	1,582	45	111.69	Apr 2012	rPGA988B	Laptop
2731	Intel Core i7-3610QM @ 2.30GHz	1	4	5,119	1,665	45	113.75	Apr 2012	PGA988B	Laptop
2732	Intel Core i7-3612QE @ 2.10GHz	1	4	4,929	1,678	35	140.82	Oct 2012	BGA1224	Laptop
2733	Intel Core i7-3612QM @ 2.10GHz	1	4	4,655	1,536	35	133.01	May 2012	PGA988B, FCBGA12	Laptop
2734	Intel Core i7-3615QE @ 2.30GHz	1	4	5,601	1,802	45	124.47	Apr 2012	BGA1224	Laptop
2735	Intel Core i7-3615QM @ 2.30GHz	1	4	5,188	1,706	45	115.29	May 2012	BGA1224	Laptop
2736	Intel Core i7-3630QM @ 2.40GHz	1	4	5,116	1,685	45	113.68	Jan 2012	rPGA988B	Laptop
2737	Intel Core i7-3632QM @ 2.20GHz	1	4	4,697	1,585	35	134.21	Sep 2012	rPGA988B	Laptop
2738	Intel Core i7-3635QM @ 2.40GHz	1	4	4,816	1,702	45	107.03	Jan 2012	Unknown	Laptop
2739	Intel Core i7-3667U @ 2.00GHz	1	2	2,422	1,508	17	142.50	Jun 2012	BGA1023	Laptop
2740	Intel Core i7-3687U @ 2.10GHz	1	2	2,645	1,598	17	155.59	Jan 2013	BGA1023	Laptop
2741	Intel Core i7-3689Y @ 1.50GHz	1	2	1,967	1,209	13	151.29	Jan 2013	FCBGA1023	Laptop
2742	Intel Core i7-3720QM @ 2.60GHz	1	4	5,667	1,866	45	125.93	Apr 2012	BGA1224	Laptop
2743	Intel Core i7-3740QM @ 2.70GHz	1	4	5,699	1,876	45	126.65	Sep 2012	rPGA988B	Laptop
2744	Intel Core i7-3770 @ 3.40GHz	1	4	6,412	2,073	77	83.28	Mar 2012	LGA1155	Desktop
2745	Intel Core i7-3770K @ 3.50GHz	1	4	6,462	2,071	77	83.92	Apr 2012	LGA1155	Desktop
2746	Intel Core i7-3770S @ 3.10GHz	1	4	6,178	2,039	65	95.04	May 2012	LGA1155	Desktop
2747	Intel Core i7-3770T @ 2.50GHz	1	4	5,444	1,830	45	120.98	May 2012	LGA1155	Desktop
2748	Intel Core i7-3820 @ 3.60GHz	1	4	5,763	1,744	130	44.33	Jan 2012	LGA2011	Desktop
2749	Intel Core i7-3820QM @ 2.70GHz	1	4	5,630	1,865	45	125.12	May 2012	BGA1224	Laptop
2750	Intel Core i7-3840QM @ 2.80GHz	1	4	5,920	1,934	45	131.55	Aug 2012	rPGA988B	Laptop
2751	Intel Core i7-3920XM @ 2.90GHz	1	4	5,710	1,916	55	103.82	May 2012	FCPGA988	Laptop
2752	Intel Core i7-3930K @ 3.20GHz	1	6	8,205	1,747	130	63.11	Nov 2011	LGA2011	Desktop
2753	Intel Core i7-3940XM @ 3.00GHz	1	4	5,830	1,919	55	106.00	Oct 2012	rPGA988B	Laptop
2754	Intel Core i7-3960X @ 3.30GHz	1	6	8,446	1,800	130	64.97	Nov 2011	LGA2011	Desktop
2755	Intel Core i7-3970X @ 3.50GHz	1	6	8,541	1,850	150	56.94	Jan 2012	LGA2011	Desktop
2756	Intel Core i7-4500U @ 1.80GHz	1	2	2,481	1,489	15	165.38	Jan 2013	BGA1168	Laptop
2757	Intel Core i7-4510U @ 2.00GHz	1	2	2,592	1,538	15	172.80	May 2014	FCBGA1168	Laptop
2758	Intel Core i7-4550U @ 1.50GHz	1	2	2,272	1,290	15	151.50	Feb 2014	BGA1168	Laptop
2759	Intel Core i7-4558U @ 2.80GHz	1	2	3,013	1,841	28	107.61	Jan 2013	BGA1168	Laptop
2760	Intel Core i7-4560U @ 1.60GHz	1	2	2,950	1,782	NA	NA	Mar 2016	Unknown	Laptop
2761	Intel Core i7-4578U @ 3.00GHz	1	2	3,100	1,932	28	110.71	Sep 2014	FCBGA1168	Laptop
2762	Intel Core i7-4600M @ 2.90GHz	1	2	3,186	1,857	37	86.10	Oct 2013	PGA946	Laptop
2763	Intel Core i7-4600U @ 2.10GHz	1	2	2,713	1,653	15	180.89	Jul 2013	FCBGA1168	Laptop
2764	Intel Core i7-4610M @ 3.00GHz	1	2	3,217	1,875	37	86.94	Jun 2014	FPGA946,FPGA947	Laptop
2765	Intel Core i7-4610Y @ 1.70GHz	1	2	2,446	1,583	11.5	212.67	Jan 2013	BGA1168	Desktop
2766	Intel Core i7-4650U @ 1.70GHz	1	2	2,456	1,569	15	163.76	Jan 2013	BGA1168	Laptop
2767	Intel Core i7-4700EQ @ 2.40GHz	1	4	5,417	1,765	47	115.25	Jun 2013	FCBGA1364	Desktop
2768	Intel Core i7-4700HQ @ 2.40GHz	1	4	5,631	1,793	47	119.82	Jan 2013	FCBGA1364	Laptop
2769	Intel Core i7-4700MQ @ 2.40GHz	1	4	5,345	1,760	47	113.72	Jun 2013	rPGA946B	Laptop
2770	Intel Core i7-4702HQ @ 2.20GHz	1	4	5,339	1,633	37	144.30	Apr 2013	FCBGA1364	Laptop
2771	Intel Core i7-4702MQ @ 2.20GHz	1	4	5,183	1,703	37	140.07	Jan 2013	FCPGA946	Laptop
2772	Intel Core i7-4710HQ @ 2.50GHz	1	4	5,534	1,780	47	117.74	May 2014	FCBGA1364	Laptop
2773	Intel Core i7-4710MQ @ 2.50GHz	1	4	5,844	1,893	47	124.33	Apr 2014	FCPGA946	Laptop
2774	Intel Core i7-4712HQ @ 2.30GHz	1	4	5,352	1,727	37	144.66	Jun 2014	FCBGA1364	Laptop
2775	Intel Core i7-4712MQ @ 2.30GHz	1	4	5,299	1,805	37	143.20	May 2014	FCPGA946	Laptop
2776	Intel Core i7-4720HQ @ 2.60GHz	1	4	5,769	1,870	47	122.74	Dec 2014	BGA1364	Laptop
2777	Intel Core i7-4722HQ @ 2.40GHz	1	4	5,620	1,844	37	151.88	Jul 2015	FCBGA1364	Laptop
2778	Intel Core i7-4750HQ @ 2.00GHz	1	4	5,693	1,748	47	121.13	Jun 2013	FCBGA1364	Laptop
2779	Intel Core i7-4760HQ @ 2.10GHz	1	4	6,300	1,944	47	134.05	Oct 2014	FCBGA1364	Laptop
2780	Intel Core i7-4765T @ 2.00GHz	1	4	5,127	1,629	35	146.47	Apr 2013	FCLGA1150	Desktop
2781	Intel Core i7-4770 @ 3.40GHz	1	4	7,058	2,169	84	84.03	Jun 2013	LGA1150	Desktop
2782	Intel Core i7-4770HQ @ 2.20GHz	1	4	6,074	1,916	47	129.23	Oct 2014	FCBGA1364	Laptop
2783	Intel Core i7-4770K @ 3.50GHz	1	4	7,130	2,162	84	84.88	Jun 2013	LGA1150	Desktop
2784	Intel Core i7-4770R @ 3.20GHz	1	4	6,620	2,179	65	101.85	Jan 2014	FCBGA1364	Desktop
2785	Intel Core i7-4770S @ 3.10GHz	1	4	6,747	2,123	65	103.80	Jun 2013	LGA1150	Desktop
2786	Intel Core i7-4770T @ 2.50GHz	1	4	5,973	1,931	45	132.73	Jan 2013	LGA1150	Desktop
2787	Intel Core i7-4770TE @ 2.30GHz	1	4	4,877	1,653	45	108.38	Jul 2015	LGA1150	Desktop
2788	Intel Core i7-4771 @ 3.50GHz	1	4	7,137	2,193	84	84.97	Jan 2013	LGA1150	Desktop
2789	Intel Core i7-4785T @ 2.20GHz	1	4	5,503	1,757	35	157.23	Jun 2014	FCLGA1150	Desktop
2790	Intel Core i7-4790 @ 3.60GHz	1	4	7,270	2,233	84	86.55	May 2014	FCLGA1150	Desktop
2791	Intel Core i7-4790K @ 4.00GHz	1	4	8,068	2,466	88	91.68	Jun 2014	LGA1150	Desktop
2792	Intel Core i7-4790S @ 3.20GHz	1	4	7,011	2,207	65	107.86	Jun 2014	LGA1150	Desktop
2793	Intel Core i7-4790T @ 2.70GHz	1	4	6,346	2,094	45	141.01	May 2014	LGA1150	Desktop
2794	Intel Core i7-4800MQ @ 2.70GHz	1	4	5,713	1,910	47	121.56	Jan 2013	rPGA946B	Laptop
2795	Intel Core i7-4810MQ @ 2.80GHz	1	4	6,062	2,026	47	128.97	Mar 2014	FCPGA946	Laptop
2796	Intel Core i7-4820K @ 3.70GHz	1	4	6,492	1,957	130	49.94	Jul 2013	FCLGA2011	Desktop
2797	Intel Core i7-4850HQ @ 2.30GHz	1	4	6,133	1,939	47	130.49	Jul 2013	FCBGA1364	Laptop
2798	Intel Core i7-4860EQ @ 1.80GHz	1	4	5,500	1,754	47	117.02	Nov 2015	FCBGA1364	Laptop
2799	Intel Core i7-4860HQ @ 2.40GHz	1	4	6,242	1,893	47	132.80	Aug 2014	FCBGA1364	Laptop
2800	Intel Core i7-4870HQ @ 2.50GHz	1	4	6,310	2,051	47	134.25	Aug 2014	FCBGA1364	Laptop
2801	Intel Core i7-4900MQ @ 2.80GHz	1	4	6,117	1,990	47	130.14	Jan 2013	FCPGA946	Laptop
2802	Intel Core i7-4910MQ @ 2.90GHz	1	4	6,241	2,024	47	132.78	May 2014	FCPGA946	Laptop
2803	Intel Core i7-4930K @ 3.40GHz	1	6	9,403	1,961	130	72.33	Jan 2013	LGA2011	Desktop
2804	Intel Core i7-4930MX @ 3.00GHz	1	4	6,348	2,060	57	111.36	Jan 2013	FCPGA946	Laptop
2805	Intel Core i7-4940MX @ 3.10GHz	1	4	6,846	2,184	57	120.11	Mar 2014	FPGA946,FPGA947	Laptop
2806	Intel Core i7-4960HQ @ 2.60GHz	1	4	6,344	2,083	47	134.98	Sep 2013	FCBGA1364	Laptop
2807	Intel Core i7-4960X @ 3.60GHz	1	6	10,062	2,077	130	77.40	Jan 2013	LGA2011	Desktop
2808	Intel Core i7-4980HQ @ 2.80GHz	1	4	6,525	2,170	47	138.82	Aug 2014	FCBGA1364	Laptop
2809	Intel Core i7-5500U @ 2.40GHz	1	2	2,784	1,653	15	185.58	Jan 2015	FCBGA1168	Laptop
2810	Intel Core i7-5550U @ 2.00GHz	1	2	2,864	1,703	15	190.91	Apr 2016	FCBGA1168	Laptop
2811	Intel Core i7-5557U @ 3.10GHz	1	2	3,092	1,916	28	110.41	Mar 2015	FCBGA1168	Laptop
2812	Intel Core i7-5600U @ 2.60GHz	1	2	3,037	1,776	15	202.47	Jan 2015	FCBGA1168	Laptop
2813	Intel Core i7-5650U @ 2.20GHz	1	2	3,011	1,897	15	200.72	Mar 2015	FCBGA1168	Laptop
2814	Intel Core i7-5675C @ 3.10GHz	1	4	6,089	2,249	65	93.67	Oct 2015	LGA1150	Desktop
2815	Intel Core i7-5700EQ @ 2.60GHz	1	4	5,803	2,092	47	123.47	Aug 2015	FCBGA1364	Laptop
2816	Intel Core i7-5700HQ @ 2.70GHz	1	4	6,055	2,015	47	128.82	Jun 2015	FCBGA1364	Laptop
2817	Intel Core i7-5775C @ 3.30GHz	1	4	7,693	2,276	65	118.35	Jun 2015	FCLGA1150	Desktop
2818	Intel Core i7-5775R @ 3.30GHz	1	4	7,596	2,247	65	116.86	May 2016	LGA1150	Desktop
2819	Intel Core i7-5820K @ 3.30GHz	1	6	9,842	1,994	140	70.30	Sep 2014	LGA2011-v3	Desktop
2820	Intel Core i7-5850EQ @ 2.70GHz	1	4	7,036	2,119	47	149.70	Nov 2018	FCBGA1364	Laptop
2821	Intel Core i7-5850HQ @ 2.70GHz	1	4	6,866	2,219	47	146.08	Dec 2015	FCBGA1364	Laptop
2822	Intel Core i7-5930K @ 3.50GHz	1	6	10,322	2,052	140	73.73	Aug 2014	LGA2011-v3	Desktop
2823	Intel Core i7-5950HQ @ 2.90GHz	1	4	7,807	2,310	47	166.11	Jul 2015	FCBGA1364	Laptop
2824	Intel Core i7-5960X @ 3.00GHz	1	8	12,741	1,987	140	91.01	Aug 2014	LGA2011-v3	Desktop
2825	Intel Core i7-610E @ 2.53GHz	1	2	2,071	1,420	35	59.18	Nov 2011	BGA1288	Laptop
2826	Intel Core i7-620LM @ 2.00GHz	1	2	1,406	1,010	25	56.23	Apr 2010	rPGA988A	Laptop
2827	Intel Core i7-620M @ 2.67GHz	1	2	1,979	1,288	35	56.55	Jan 2010	BGA1288	Laptop
2828	Intel Core i7-620UM @ 1.07GHz	1	2	1,010	820	18	56.09	Mar 2010	BGA1288	Laptop
2829	Intel Core i7-640LM @ 2.13GHz	1	2	1,525	1,053	25	60.99	Feb 2010	BGA1288	Laptop
2830	Intel Core i7-640M @ 2.80GHz	1	2	2,071	1,373	35	59.17	Oct 2010	BGA1288	Laptop
2831	Intel Core i7-640UM @ 1.20GHz	1	2	1,183	879	18	65.74	Jun 2010	BGA1288	Laptop
2832	Intel Core i7-6498DU @ 2.50GHz	1	2	3,454	1,808	15	230.30	Nov 2016	BGA1356	Laptop
2833	Intel Core i7-6500U @ 2.50GHz	1	2	3,274	1,694	15	218.29	Sep 2015	FCBGA1356	Laptop
2834	Intel Core i7-6560U @ 2.20GHz	1	2	3,358	1,694	15	223.85	Feb 2016	Unknown	Laptop
2835	Intel Core i7-6567U @ 3.30GHz	1	2	3,676	2,082	28	131.30	Feb 2016	FCBGA1356	Laptop
2836	Intel Core i7-6600U @ 2.60GHz	1	2	3,432	1,798	15	228.82	Sep 2015	FCBGA1356	Laptop
2837	Intel Core i7-660UM @ 1.33GHz	1	2	1,284	925	18	71.32	Nov 2010	BGA1288	Laptop
2838	Intel Core i7-6650U @ 2.20GHz	1	2	3,605	1,807	15	240.32	Nov 2015	FCBGA1356	Laptop
2839	Intel Core i7-6660U @ 2.40GHz	1	2	3,577	1,925	15	238.48	Aug 2018	FCBGA1356	Laptop
2840	Intel Core i7-6700 @ 3.40GHz	1	4	8,080	2,290	65	124.30	Sep 2015	LGA 1151	Desktop
2841	Intel Core i7-6700HQ @ 2.60GHz	1	4	6,522	1,911	45	144.94	Aug 2015	FCBGA1440	Laptop
2842	Intel Core i7-6700K @ 4.00GHz	1	4	8,927	2,504	95	93.97	Jul 2015	LGA1151	Desktop
2843	Intel Core i7-6700T @ 2.80GHz	1	4	7,222	2,073	35	206.35	Oct 2015	LGA 1151	Desktop
2844	Intel Core i7-6700TE @ 2.40GHz	1	4	6,135	2,042	35	175.29	Jun 2016	LGA 1151	Desktop
2845	Intel Core i7-6770HQ @ 2.60GHz	1	4	7,087	1,944	45	157.48	Apr 2016	FCBGA1440	Laptop
2846	Intel Core i7-6800K @ 3.40GHz	1	6	10,767	2,270	140	76.91	May 2016	LGA2011-v3	Desktop
2847	Intel Core i7-680UM @ 1.47GHz	1	2	1,196	911	18	66.47	Feb 2011	BGA1288	Laptop
2848	Intel Core i7-6820EQ @ 2.80GHz	1	4	7,001	1,997	45	155.59	Jun 2016	FCBGA1440	Laptop
2849	Intel Core i7-6820HK @ 2.70GHz	1	4	7,053	1,990	45	156.73	Oct 2015	FCBGA1440	Laptop
2850	Intel Core i7-6820HQ @ 2.70GHz	1	4	6,822	1,953	45	151.60	Nov 2015	FCBGA1440	Laptop
2851	Intel Core i7-6822EQ @ 2.00GHz	1	4	5,241	1,572	25	209.63	Feb 2016	LGA 1151	Laptop
2852	Intel Core i7-6850K @ 3.60GHz	1	6	11,468	2,404	140	81.91	Jun 2016	FCLGA2011-3	Desktop
2853	Intel Core i7-6900K @ 3.20GHz	1	8	14,476	2,329	140	103.40	Jun 2016	FCLGA2011-3	Desktop
2854	Intel Core i7-6920HQ @ 2.90GHz	1	4	7,351	2,101	45	163.35	Feb 2016	FCBGA1440	Laptop
2855	Intel Core i7-6950X @ 3.00GHz	1	10	17,391	2,338	140	124.22	Jun 2016	LGA2011-v3	Desktop
2856	Intel Core i7-6970HQ @ 2.80GHz	1	4	4,632	1,532	45	102.92	Sep 2023	FCBGA1440	Laptop
2857	Intel Core i7-720QM @ 1.60GHz	1	4	1,652	923	45	36.71	Oct 2009	PGA988A	Laptop
2858	Intel Core i7-740QM @ 1.73GHz	1	4	1,824	1,012	45	40.53	Jun 2010	PGA988A	Laptop
2859	Intel Core i7-7500U @ 2.70GHz	1	2	3,645	1,922	15	243.02	Oct 2016	FCBGA1356	Laptop
2860	Intel Core i7-7560U @ 2.40GHz	1	2	3,780	1,980	15	251.97	Mar 2017	BGA1356	Laptop
2861	Intel Core i7-7567U @ 3.50GHz	1	2	4,073	2,194	28	145.45	Mar 2017	BGA1356	Laptop
2862	Intel Core i7-7600U @ 2.80GHz	1	2	3,706	2,022	15	247.04	Jan 2017	FCBGA1356	Laptop
2863	Intel Core i7-7660U @ 2.50GHz	1	2	4,072	2,153	15	271.46	May 2017	BGA1356	Laptop
2864	Intel Core i7-7700 @ 3.60GHz	1	4	8,647	2,454	65	133.04	Dec 2016	LGA1151	Desktop
2865	Intel Core i7-7700HQ @ 2.80GHz	1	4	6,908	2,057	45	153.51	Dec 2016	FCBGA1440	Laptop
2866	Intel Core i7-7700K @ 4.20GHz	1	4	9,648	2,719	95	101.56	Oct 2016	LGA 1151	Desktop
2867	Intel Core i7-7700T @ 2.90GHz	1	4	7,597	2,147	35	217.05	Feb 2017	FCLGA1151	Desktop
2868	Intel Core i7-7740X @ 4.30GHz	1	4	9,596	2,687	112	85.68	Jul 2017	FCLGA2066	Desktop
2869	Intel Core i7-7800X @ 3.50GHz	1	6	12,882	2,394	140	92.01	Jun 2017	FCLGA2066	Desktop
2870	Intel Core i7-7820EQ @ 3.00GHz	1	4	7,542	2,173	45	167.60	Jun 2019	FCBGA1440	Laptop
2871	Intel Core i7-7820HK @ 2.90GHz	1	4	7,387	2,117	45	164.15	Jan 2017	FCBGA1440	Laptop
2872	Intel Core i7-7820HQ @ 2.90GHz	1	4	7,168	2,123	45	159.28	Feb 2017	FCBGA1440	Laptop
2873	Intel Core i7-7820X @ 3.60GHz	1	8	17,150	2,522	140	122.50	Jun 2017	FCLGA2066	Desktop
2874	Intel Core i7-7900X @ 3.30GHz	1	10	21,008	2,455	140	150.06	Aug 2017	FCLGA2066	Desktop
2875	Intel Core i7-7920HQ @ 3.10GHz	1	4	7,380	2,230	45	163.99	Apr 2017	FCBGA1440	Laptop
2876	Intel Core i7-7Y75 @ 1.30GHz	1	2	2,637	1,583	4.5	586.00	Oct 2016	FCBGA1515	Desktop, Laptop
2877	Intel Core i7-8086K @ 4.00GHz	1	6	14,278	2,850	95	150.29	Jun 2018	FCLGA1151-2	Desktop
2878	Intel Core i7-820QM @ 1.73GHz	1	4	1,774	1,022	45	39.42	Oct 2009	PGA988A	Laptop
2879	Intel Core i7-840QM @ 1.87GHz	1	4	1,945	1,132	45	43.22	Jul 2010	PGA988A	Laptop
2880	Intel Core i7-8500Y @ 1.50GHz	1	2	2,474	1,448	5	494.70	Oct 2018	FCBGA1515	Laptop
2881	Intel Core i7-8550U @ 1.80GHz	1	4	5,905	2,049	15	393.65	Aug 2017	FC-BGA1356	Laptop
2882	Intel Core i7-8557U @ 1.70GHz	1	4	7,444	2,376	15	496.24	Dec 2019	FCBGA1528	Laptop
2883	Intel Core i7-8559U @ 2.70GHz	1	4	8,384	2,525	28	299.43	Aug 2018	FCBGA1528	Laptop
2884	Intel Core i7-8565U @ 1.80GHz	1	4	6,067	2,147	15	404.47	Aug 2018	FCBGA1356	Laptop
2885	Intel Core i7-8565UC @ 1.80GHz	1	4	6,187	2,527	15	412.45	Apr 2020	FCBGA1528	Laptop
2886	Intel Core i7-8569U @ 2.80GHz	1	4	8,230	2,599	28	293.94	Feb 2020	FCBGA1528	Laptop
2887	Intel Core i7-860 @ 2.80GHz	1	4	2,993	1,329	95	31.51	Sep 2009	LGA1156	Desktop
2888	Intel Core i7-860S @ 2.53GHz	1	4	2,280	1,093	82	27.80	Apr 2011	LGA1156	Desktop
2889	Intel Core i7-8650U @ 1.90GHz	1	4	6,271	2,130	15	418.05	Aug 2017	FC-BGA1356	Laptop
2890	Intel Core i7-8665U @ 1.90GHz	1	4	6,250	2,186	15	416.65	Apr 2019	FCBGA1528	Laptop
2891	Intel Core i7-8665UE @ 1.70GHz	1	4	5,170	1,621	15	344.65	Nov 2019	FCBGA1528	Laptop
2892	Intel Core i7-870 @ 2.93GHz	1	4	3,129	1,382	95	32.94	Sep 2009	LGA1156	Desktop
2893	Intel Core i7-8700 @ 3.20GHz	1	6	12,844	2,641	65	197.60	Oct 2017	FCLGA1151-2	Desktop
2894	Intel Core i7-8700B @ 3.20GHz	1	6	11,917	2,735	65	183.34	Jan 2019	FCBGA1440	Laptop
2895	Intel Core i7-8700K @ 3.70GHz	1	6	13,629	2,727	95	143.46	Oct 2017	FCLGA1151-2	Desktop
2896	Intel Core i7-8700T @ 2.40GHz	1	6	10,171	2,301	35	290.61	Mar 2018	FCLGA1151-2	Desktop
2897	Intel Core i7-8705G @ 3.10GHz	1	4	7,669	2,212	65	117.98	Feb 2018	BGA2270	Laptop
2898	Intel Core i7-8706G @ 3.10GHz	1	4	7,287	2,322	65	112.11	Jul 2018	BGA2270	Laptop
2899	Intel Core i7-8709G @ 3.10GHz	1	4	7,947	2,313	100	79.47	Nov 2018	BGA2270	Laptop
2900	Intel Core i7-870S @ 2.67GHz	1	4	2,765	1,493	82	33.72	Dec 2010	LGA1156	Desktop
2901	Intel Core i7-8750H @ 2.20GHz	1	6	9,888	2,305	45	219.74	Apr 2018	FCBGA1440	Laptop
2902	Intel Core i7-875K @ 2.93GHz	1	4	3,090	1,352	95	32.53	Jun 2010	LGA1156	Desktop
2903	Intel Core i7-880 @ 3.07GHz	1	4	3,319	1,442	95	34.93	Jul 2010	LGA1156	Desktop
2904	Intel Core i7-8809G @ 3.10GHz	1	4	8,549	2,386	100	85.49	Mar 2018	BGA2270	Laptop
2905	Intel Core i7-8850H @ 2.60GHz	1	6	10,212	2,385	45	226.94	Apr 2018	FCBGA1440	Laptop
2906	Intel Core i7-920 @ 2.67GHz	1	4	2,839	1,217	130	21.84	Nov 2008	LGA1366	Desktop
2907	Intel Core i7-920XM @ 2.00GHz	1	4	1,950	1,022	55	35.45	Nov 2009	PGA988B	Laptop
2908	Intel Core i7-930 @ 2.80GHz	1	4	2,962	1,270	130	22.79	Feb 2010	LGA1366	Desktop
2909	Intel Core i7-940 @ 2.93GHz	1	4	2,947	1,310	130	22.67	Dec 2008	LGA1366	Desktop
2910	Intel Core i7-940XM @ 2.13GHz	1	4	2,187	1,122	55	39.76	Jul 2010	PGA988	Laptop
2911	Intel Core i7-950 @ 3.07GHz	1	4	3,212	1,378	130	24.71	Jun 2009	LGA1366	Desktop
2912	Intel Core i7-960 @ 3.20GHz	1	4	3,347	1,458	130	25.74	Oct 2009	LGA1366	Desktop
2913	Intel Core i7-965 @ 3.20GHz	1	4	3,424	1,475	130	26.33	Nov 2008	LGA1366	Desktop
2914	Intel Core i7-970 @ 3.20GHz	1	6	6,546	1,467	130	50.35	Jul 2010	LGA1366	Desktop
2915	Intel Core i7-9700 @ 3.00GHz	1	8	13,171	2,745	65	202.63	Jun 2019	FCLGA1151-2	Desktop
2916	Intel Core i7-9700E @ 2.60GHz	1	8	12,600	2,559	65	193.85	Nov 2020	FCLGA1151-2	Desktop
2917	Intel Core i7-9700F @ 3.00GHz	1	8	13,251	2,753	65	203.86	Jun 2019	FCLGA1151-2	Desktop
2918	Intel Core i7-9700K @ 3.60GHz	1	8	14,459	2,876	95	152.20	Oct 2018	FCLGA1151-2	Desktop
2919	Intel Core i7-9700KF @ 3.60GHz	1	8	14,259	2,876	95	150.10	Apr 2019	FCLGA1151-2	Desktop
2920	Intel Core i7-9700T @ 2.00GHz	1	8	10,782	2,434	35	308.07	Jul 2019	FCLGA1151-2	Desktop
2921	Intel Core i7-9700TE @ 1.80GHz	1	8	10,203	2,214	35	291.50	Dec 2019	FCLGA1151-2	Desktop, Laptop
2922	Intel Core i7-975 @ 3.33GHz	1	4	3,493	1,499	130	26.87	Jun 2009	LGA1366	Desktop
2923	Intel Core i7-9750H @ 2.60GHz	1	6	10,820	2,424	45	240.44	Apr 2019	FCBGA1440	Laptop
2924	Intel Core i7-9750HF @ 2.60GHz	1	6	10,608	2,428	45	235.73	Jan 2020	FCBGA1440	Laptop
2925	Intel Core i7-980 @ 3.33GHz	1	6	6,930	1,539	130	53.30	Jul 2011	LGA1366	Desktop
2926	Intel Core i7-9800X @ 3.80GHz	1	8	18,075	2,570	165	109.54	Dec 2018	FCLGA2066	Desktop
2927	Intel Core i7-980X @ 3.33GHz	1	6	6,811	1,528	130	52.39	Mar 2010	LGA1366	Desktop
2928	Intel Core i7-985 @ 3.47GHz	1	4	3,928	1,579	NA	NA	Nov 2014	LGA1366	Unknown
2929	Intel Core i7-9850H @ 2.60GHz	1	6	11,047	2,484	45	245.50	Jun 2019	Unknown	Laptop
2930	Intel Core i7-9850HE @ 2.70GHz	1	6	10,868	2,363	45	241.50	Jul 2024	FCBGA1440	Mobile/Embedded
2931	Intel Core i7-9850HL @ 1.90GHz	1	6	7,897	1,723	25	315.86	Dec 2019	FCBGA1440	Desktop, Laptop
2932	Intel Core i7-990X @ 3.47GHz	1	6	7,111	1,579	130	54.70	Jan 2011	LGA1366	Desktop
2933	Intel Core i7-995X @ 3.60GHz	1	6	7,862	1,718	NA	NA	Sep 2010	Unknown	Desktop
2934	Intel Core i9-10850K @ 3.60GHz	1	10	22,384	3,077	125	179.07	Aug 2020	FCLGA1200	Desktop
2935	Intel Core i9-10880H @ 2.30GHz	1	8	14,642	2,765	45	325.39	Jul 2020	FCBGA1440	Laptop
