	CPU Name	No. Sockets	Cores	CPU Mark	Thread Mark	TDP (W)	Power Performance	Test Date	Socket	Category
2936	Intel Core i9-10885H @ 2.40GHz	1	8	14,878	2,724	45	330.63	Jul 2020	FCBGA1440	Laptop
2937	Intel Core i9-10900 @ 2.80GHz	1	10	19,838	3,030	65	305.20	May 2020	FCLGA1200	Desktop
2938	Intel Core i9-10900E @ 2.80GHz	1	10	19,456	2,891	65	299.33	Nov 2021	FCLGA1200	Desktop, Mobile/Embedded
2939	Intel Core i9-10900F @ 2.80GHz	1	10	19,955	3,029	65	307.00	Jul 2020	FCLGA1200	Desktop
2940	Intel Core i9-10900K @ 3.70GHz	1	10	22,814	3,130	125	182.51	May 2020	FCLGA1200	Desktop
2941	Intel Core i9-10900KF @ 3.70GHz	1	10	22,536	3,116	125	180.29	Jun 2020	FCLGA1200	Desktop
2942	Intel Core i9-10900T @ 1.90GHz	1	10	14,822	2,469	35	423.49	Jun 2020	FCLGA1200	Desktop
2943	Intel Core i9-10900TE @ 1.80GHz	1	10	16,251	2,633	35	464.31	Mar 2021	FCLGA1200	Mobile/Embedded
2944	Intel Core i9-10900X @ 3.70GHz	1	10	22,479	2,681	165	136.24	Dec 2019	FCLGA2066	Desktop
2945	Intel Core i9-10910 @ 3.60GHz	1	10	21,451	3,160	125	171.61	Aug 2020	FCLGA1200	Desktop
2946	Intel Core i9-10920X @ 3.50GHz	1	12	26,162	2,716	165	158.56	Dec 2019	FCLGA2066	Desktop
2947	Intel Core i9-10940X @ 3.30GHz	1	14	27,902	2,665	165	169.11	Dec 2019	FCLGA2066	Desktop
2948	Intel Core i9-10980HK @ 2.40GHz	1	8	15,447	2,775	45	343.26	Apr 2020	FCBGA1440	Laptop
2949	Intel Core i9-10980XE @ 3.00GHz	1	18	32,778	2,652	165	198.66	Dec 2019	FCLGA2066	Desktop
2950	Intel Core i9-11900 @ 2.50GHz	1	8	22,831	3,407	65	351.25	Apr 2021	FCLGA1200	Desktop
2951	Intel Core i9-11900F @ 2.50GHz	1	8	22,291	3,406	65	342.94	Apr 2021	FCLGA1200	Desktop
2952	Intel Core i9-11900H @ 2.50GHz	1	8	20,578	3,130	45	457.29	Jul 2021	FCBGA1787	Laptop
2953	Intel Core i9-11900K @ 3.50GHz	1	8	25,257	3,517	125	202.06	Jan 2021	FCLGA1200	Desktop
2954	Intel Core i9-11900KB @ 3.30GHz	1	8	22,907	3,304	65	352.41	Jul 2021	FCBGA1787	Desktop
2955	Intel Core i9-11900KF @ 3.50GHz	1	8	25,021	3,537	125	200.17	Apr 2021	FCLGA1200	Desktop
2956	Intel Core i9-11900T @ 1.50GHz	1	8	18,968	3,326	35	541.95	May 2021	FCLGA1200	Desktop
2957	Intel Core i9-11950H @ 2.60GHz	1	8	21,198	3,178	45	471.08	Jun 2021	FCBGA1787	Laptop
2958	Intel Core i9-11980HK @ 2.60GHz	1	8	22,859	3,284	45	507.99	May 2021	FCBGA1787	Laptop
2959	Intel Core i9-12900	1	16	34,279	4,048	65	527.36	Feb 2022	FCLGA1700	Desktop
2960	Intel Core i9-12900E	1	16	26,666	3,515	65	410.25	Oct 2022	FCLGA1700	Mobile/Embedded
2961	Intel Core i9-12900F	1	16	36,408	4,033	65	560.12	Jan 2022	FCLGA1700	Desktop
2962	Intel Core i9-12900H	1	14	27,997	3,782	45	622.15	Feb 2022	FCBGA1744	Laptop
2963	Intel Core i9-12900HK	1	14	27,414	3,646	45	609.21	Jan 2022	FCBGA1744	Laptop
2964	Intel Core i9-12900HX	1	16	34,059	3,836	55	619.26	Jun 2022	FCBGA1964	Laptop
2965	Intel Core i9-12900K	1	16	41,482	4,163	241	172.12	Nov 2021	FCLGA1700	Desktop
2966	Intel Core i9-12900KF	1	16	41,146	4,164	241	170.73	Nov 2021	FCLGA1700	Desktop
2967	Intel Core i9-12900KS	1	16	44,034	4,346	150	293.56	Apr 2022	LGA 1700	Desktop
2968	Intel Core i9-12900T	1	16	30,056	3,819	35	858.74	Jan 2022	FCLGA1700	Desktop
2969	Intel Core i9-12900TE	1	16	35,057	3,926	35	1,001.63	Sep 2023	FCLGA1700	Mobile/Embedded
2970	Intel Core i9-12950HX	1	16	32,344	3,825	55	588.07	May 2022	FCBGA1964	Laptop
2971	Intel Core i9-13900	1	24	47,303	4,344	65	727.73	Jan 2023	FCLGA1700	Desktop
2972	Intel Core i9-13900E	1	24	34,049	3,592	65	523.83	Jul 2023	FCLGA1700	Mobile/Embedded
2973	Intel Core i9-13900F	1	24	51,020	4,432	65	784.92	Jan 2023	FCLGA1700	Desktop
2974	Intel Core i9-13900H	1	14	28,855	3,853	45	641.23	Feb 2023	FCBGA1744	Laptop
2975	Intel Core i9-13900HK	1	14	31,569	3,979	45	701.52	May 2023	FCBGA1744	Laptop
2976	Intel Core i9-13900HX	1	24	44,293	4,132	55	805.32	Feb 2023	FCBGA1964	Laptop
2977	Intel Core i9-13900K	1	24	59,108	4,623	125	472.86	Sep 2022	FCLGA1700	Desktop
2978	Intel Core i9-13900KF	1	24	58,465	4,616	125	467.72	Oct 2022	FCLGA1700	Desktop
2979	Intel Core i9-13900KS	1	24	61,686	4,752	150	411.24	Jan 2023	FCLGA1700	Desktop
2980	Intel Core i9-13900T	1	24	44,437	4,210	35	1,269.64	Jan 2023	FCLGA1700	Desktop
2981	Intel Core i9-13900TE	1	24	15,819	2,209	35	451.97	Jan 2024	FCLGA1700	Mobile/Embedded
2982	Intel Core i9-13905H	1	14	30,124	3,686	45	669.42	Jun 2023	FCBGA1792	Laptop
2983	Intel Core i9-13950HX	1	24	43,771	4,031	55	795.85	Feb 2023	FCBGA1964	Laptop
2984	Intel Core i9-13980HX	1	24	47,286	4,305	55	859.74	Feb 2023	FCBGA1964	Laptop
2985	Intel Core i9-14900	1	24	47,333	4,534	65	728.21	Feb 2024	FCLGA1700	Desktop
2986	Intel Core i9-14900F	1	24	47,839	4,567	65	735.99	Jan 2024	FCLGA1700	Desktop
2987	Intel Core i9-14900HX	1	24	45,884	4,301	55	834.26	Jan 2024	FCBGA1964	Laptop
2988	Intel Core i9-14900K	1	24	60,377	4,744	125	483.01	Oct 2023	FCLGA1700	Desktop
2989	Intel Core i9-14900KF	1	24	59,553	4,705	125	476.43	Sep 2023	FCLGA1700	Desktop
2990	Intel Core i9-14900KS	1	24	62,706	4,865	150	418.04	Mar 2024	FCLGA1700	Desktop
2991	Intel Core i9-14900T	1	24	44,248	4,192	35	1,264.23	Feb 2024	FCLGA1700	Desktop
2992	Intel Core i9-7900X @ 3.30GHz	1	10	21,087	2,558	140	150.62	Jun 2017	FCLGA2066	Desktop
2993	Intel Core i9-7920X @ 2.90GHz	1	12	23,680	2,508	140	169.14	Sep 2017	FCLGA2066	Desktop
2994	Intel Core i9-7940X @ 3.10GHz	1	14	26,036	2,487	165	157.79	Sep 2017	FCLGA2066	Desktop
2995	Intel Core i9-7960X @ 2.80GHz	1	16	28,810	2,498	165	174.61	Oct 2017	FCLGA2066	Desktop
2996	Intel Core i9-7980XE @ 2.60GHz	1	18	30,108	2,474	165	182.47	Sep 2017	FCLGA2066	Desktop
2997	Intel Core i9-8950HK @ 2.90GHz	1	6	10,501	2,438	45	233.35	Apr 2018	FCBGA1440	Laptop
2998	Intel Core i9-9820X @ 3.30GHz	1	10	20,148	2,456	165	122.11	Dec 2018	FCLGA2066	Desktop
2999	Intel Core i9-9880H @ 2.30GHz	1	8	13,695	2,491	45	304.33	May 2019	FCBGA1440	Laptop
3000	Intel Core i9-9900 @ 3.10GHz	1	8	16,485	2,832	65	253.62	Jul 2019	FCLGA1151-2	Desktop
3001	Intel Core i9-9900B @ 3.10GHz	1	8	9,060	2,018	65	139.38	Jun 2024	FCLGA1151	Desktop
3002	Intel Core i9-9900K @ 3.60GHz	1	8	18,270	2,929	95	192.32	Oct 2018	FCLGA1151-2	Desktop
3003	Intel Core i9-9900KF @ 3.60GHz	1	8	18,262	2,924	95	192.23	Apr 2019	FCLGA1151-2	Desktop
3004	Intel Core i9-9900KS @ 4.00GHz	1	8	19,473	3,036	127	153.33	Oct 2019	FCLGA1151-2	Desktop
3005	Intel Core i9-9900T @ 2.10GHz	1	8	13,300	2,458	35	380.00	Nov 2019	FCLGA1151-2	Desktop
3006	Intel Core i9-9900X @ 3.50GHz	1	10	21,825	2,560	165	132.27	Dec 2018	FCLGA2066	Desktop
3007	Intel Core i9-9920X @ 3.50GHz	1	12	25,163	2,639	165	152.51	Dec 2018	FCLGA2066	Desktop
3008	Intel Core i9-9940X @ 3.30GHz	1	14	27,996	2,627	165	169.67	Nov 2018	FCLGA2066	Desktop
3009	Intel Core i9-9960X @ 3.10GHz	1	16	30,360	2,608	165	184.00	Feb 2019	FCLGA2066	Desktop
3010	Intel Core i9-9980HK @ 2.40GHz	1	8	14,129	2,532	45	313.99	May 2019	FCBGA1440	Laptop
3011	Intel Core i9-9980XE @ 3.00GHz	1	18	31,979	2,560	165	193.81	Dec 2018	FCLGA2066	Desktop
3012	Intel Core i9-9990XE @ 4.00GHz	1	14	30,162	2,970	255	118.28	Jul 2020	LGA2066	Desktop
3013	Intel Core M-5Y10 @ 0.80GHz	1	2	1,628	955	4.5	361.69	Aug 2014	Unknown	Laptop
3014	Intel Core M-5Y10a @ 0.80GHz	1	2	1,905	993	4.5	423.33	Mar 2015	FCBGA1234	Laptop
3015	Intel Core M-5Y10c @ 0.80GHz	1	2	1,899	1,121	4.5	422.02	Jan 2015	FCBGA1234	Laptop
3016	Intel Core M-5Y31 @ 0.90GHz	1	2	1,899	1,241	4.5	421.92	Apr 2015	FCBGA1234	Laptop
3017	Intel Core M-5Y51 @ 1.10GHz	1	2	1,992	1,297	4.5	442.62	Apr 2015	FCBGA1234	Laptop
3018	Intel Core M-5Y70 @ 1.10GHz	1	2	1,823	1,081	4.5	405.16	Oct 2014	BGA1234	Laptop
3019	Intel Core M-5Y71 @ 1.20GHz	1	2	2,032	1,281	4.5	451.66	Jan 2015	FCBGA1234	Laptop
3020	Intel Core m3-6Y30 @ 0.90GHz	1	2	2,166	1,170	4.5	481.36	Oct 2015	FCBGA1515	Laptop
3021	Intel Core m3-7Y30 @ 1.00GHz	1	2	2,586	1,409	4.5	574.68	Oct 2016	FCBGA1515	Laptop
3022	Intel Core m3-7Y32 @ 1.10GHz	1	2	2,733	1,628	4.5	607.44	Jul 2017	FCBGA1515	Laptop
3023	Intel Core m3-8100Y @ 1.10GHz	1	2	2,874	1,717	5	574.74	Dec 2018	FCBGA1515	Laptop
3024	Intel Core m5-6Y54 @ 1.10GHz	1	2	2,265	1,303	7	323.54	Dec 2015	FCBGA1515	Laptop
3025	Intel Core m5-6Y57 @ 1.10GHz	1	2	2,352	1,339	7	335.99	Dec 2015	FCBGA1515	Laptop
3026	Intel Core m5-7Y54 @ 1.20GHz	1	2	1,475	746	NA	NA	Nov 2021	Unknown	Mobile/Embedded
3027	Intel Core m7-6Y75 @ 1.20GHz	1	2	2,326	1,355	7	332.29	Nov 2015	FCBGA1515	Laptop
3028	Intel Core Solo T1300 @ 1.66GHz	1	1	210	518	27	7.78	Feb 2009	PGA478	Laptop
3029	Intel Core Solo T1350 @ 1.86GHz	1	1	194	413	31	6.26	Feb 2009	Unknown	Laptop
3030	Intel Core Solo T1400 @ 1.83GHz	1	1	253	525	27	9.37	Jun 2009	PGA478	Laptop
3031	Intel Core Solo U1300 @ 1.06GHz	1	1	127	340	6	21.21	Aug 2009	PBGA479	Laptop
3032	Intel Core Solo U1400 @ 1.20GHz	1	1	130	365	5.5	23.68	Mar 2009	PBGA479	Laptop
3033	Intel Core Solo U1500 @ 1.33GHz	1	1	164	375	5.5	29.77	Mar 2009	Unknown	Laptop
3034	Intel Core Ultra 5 125H	1	14	22,397	3,530	28	799.91	Nov 2023	FCBGA2049	Laptop
3035	Intel Core Ultra 5 125U	1	12	17,794	3,397	15	1,186.28	Jan 2024	FCBGA2049	Laptop
3036	Intel Core Ultra 5 134U	1	12	11,783	2,929	30	392.76	May 2024	FCBGA2551	Laptop, Mobile/Embedded
3037	Intel Core Ultra 5 135H	1	14	23,252	3,569	28	830.44	Dec 2023	FCBGA2049	Laptop
3038	Intel Core Ultra 5 135U	1	12	17,672	3,362	28	631.13	Jan 2024	Unknown	Laptop
3039	Intel Core Ultra 7 155H	1	16	25,124	3,541	28	897.27	Sep 2023	Unknown	Laptop
3040	Intel Core Ultra 7 155U	1	12	16,675	3,438	15	1,111.65	Mar 2024	FCBGA2049	Laptop
3041	Intel Core Ultra 7 164U	1	12	15,106	3,151	9	1,678.50	May 2024	FCBGA2551	Laptop
3042	Intel Core Ultra 7 165H	1	16	26,121	3,491	28	932.90	Dec 2023	FCBGA2049	Laptop
3043	Intel Core Ultra 7 165U	1	12	17,468	3,380	15	1,164.54	Jan 2024	Unknown	Laptop
3044	Intel Core Ultra 9 185H	1	16	29,409	3,713	45	653.53	Dec 2023	FCBGA2049	Laptop
3045	Intel Core2 Duo E4300 @ 1.80GHz	1	2	593	662	65	9.12	Oct 2009	LGA775	Desktop
3046	Intel Core2 Duo E4400 @ 2.00GHz	1	2	701	779	65	10.78	Dec 2008	LGA775	Desktop
3047	Intel Core2 Duo E4500 @ 2.20GHz	1	2	739	813	65	11.36	Dec 2008	LGA775	Desktop
3048	Intel Core2 Duo E4600 @ 2.40GHz	1	2	867	926	65	13.34	Dec 2008	LGA775	Desktop
3049	Intel Core2 Duo E4700 @ 2.60GHz	1	2	908	990	65	13.96	Dec 2008	LGA775	Desktop
3050	Intel Core2 Duo E6300 @ 1.86GHz	1	2	634	690	65	9.75	Nov 2008	LGA775, PLGA775	Desktop
3051	Intel Core2 Duo E6320 @ 1.86GHz	1	2	717	712	65	11.04	Dec 2008	PLGA775	Desktop
3052	Intel Core2 Duo E6400 @ 2.13GHz	1	2	780	825	65	12.00	Mar 2009	LGA775	Desktop
3053	Intel Core2 Duo E6420 @ 2.13GHz	1	2	760	785	65	11.69	Nov 2008	PLGA775	Desktop
3054	Intel Core2 Duo E6540 @ 2.33GHz	1	2	808	969	65	12.43	May 2009	LGA775	Desktop
3055	Intel Core2 Duo E6550 @ 2.33GHz	1	2	898	909	65	13.82	Nov 2008	LGA775	Desktop
3056	Intel Core2 Duo E6600 @ 2.40GHz	1	2	942	946	65	14.49	Nov 2008	PLGA775	Desktop
3057	Intel Core2 Duo E6700 @ 2.66GHz	1	2	990	1,023	65	15.23	Jan 2010	LGA775	Desktop
3058	Intel Core2 Duo E6750 @ 2.66GHz	1	2	1,013	1,028	65	15.59	Nov 2008	LGA775	Desktop
3059	Intel Core2 Duo E6850 @ 3.00GHz	1	2	1,130	1,183	65	17.39	Nov 2008	LGA775	Desktop
3060	Intel Core2 Duo E7200 @ 2.53GHz	1	2	996	1,059	65	15.33	Dec 2008	LGA775	Desktop
3061	Intel Core2 Duo E7300 @ 2.66GHz	1	2	942	1,065	65	14.49	Nov 2008	LGA775	Desktop
3062	Intel Core2 Duo E7400 @ 2.80GHz	1	2	1,027	1,108	65	15.80	Dec 2008	LGA775	Desktop
3063	Intel Core2 Duo E7500 @ 2.93GHz	1	2	1,136	1,206	65	17.47	Mar 2009	LGA775	Desktop
3064	Intel Core2 Duo E7600 @ 3.06GHz	1	2	1,165	1,263	65	17.93	Jun 2009	LGA775	Desktop
3065	Intel Core2 Duo E8135 @ 2.40GHz	1	2	973	1,028	NA	NA	Apr 2009	Unknown	Desktop
3066	Intel Core2 Duo E8135 @ 2.66GHz	1	2	1,112	1,127	NA	NA	Mar 2009	Socket P	Laptop
3067	Intel Core2 Duo E8200 @ 2.66GHz	1	2	1,108	1,144	65	17.05	Nov 2008	LGA775	Desktop
3068	Intel Core2 Duo E8235 @ 2.80GHz	1	2	1,020	1,112	NA	NA	Mar 2009	Socket P	Laptop
3069	Intel Core2 Duo E8290 @ 2.83GHz	1	2	1,408	1,302	65	21.66	Nov 2012	LGA775	Desktop
3070	Intel Core2 Duo E8300 @ 2.83GHz	1	2	997	1,075	65	15.33	Dec 2008	LGA775	Desktop
3071	Intel Core2 Duo E8335 @ 2.66GHz	1	2	1,057	1,157	NA	NA	Mar 2009	Socket P	Laptop
3072	Intel Core2 Duo E8335 @ 2.93GHz	1	2	1,002	1,132	NA	NA	Jun 2009	Socket P	Laptop
3073	Intel Core2 Duo E8400 @ 3.00GHz	1	2	1,203	1,237	65	18.52	Nov 2008	LGA775	Desktop
3074	Intel Core2 Duo E8435 @ 3.06GHz	1	2	1,104	1,223	NA	NA	Mar 2009	Socket P	Laptop
3075	Intel Core2 Duo E8500 @ 3.16GHz	1	2	1,268	1,322	65	19.51	Nov 2008	LGA775	Desktop
3076	Intel Core2 Duo E8600 @ 3.33GHz	1	2	1,376	1,401	65	21.17	Nov 2008	LGA775	Desktop
3077	Intel Core2 Duo L7100 @ 1.20GHz	1	2	467	484	NA	NA	Dec 2008	BGA956	Laptop
3078	Intel Core2 Duo L7300 @ 1.40GHz	1	2	536	551	17	31.50	Jun 2009	BGA479	Laptop
3079	Intel Core2 Duo L7400 @ 1.50GHz	1	2	516	555	17	30.32	May 2011	BGA479	Laptop
3080	Intel Core2 Duo L7500 @ 1.60GHz	1	2	657	664	17	38.62	Feb 2009	BGA479	Laptop
3081	Intel Core2 Duo L7700 @ 1.80GHz	1	2	607	748	17	35.69	Apr 2009	Unknown	Laptop
3082	Intel Core2 Duo L7800 @ 2.00GHz	1	2	680	622	NA	NA	Dec 2012	Unknown	Unknown
3083	Intel Core2 Duo L9300 @ 1.60GHz	1	2	690	703	17	40.60	Apr 2009	BGA956	Laptop
3084	Intel Core2 Duo L9600 @ 2.13GHz	1	2	788	849	17	46.35	Oct 2009	BGA956	Laptop
3085	Intel Core2 Duo P7350 @ 2.00GHz	1	2	748	796	25	29.93	Dec 2008	BGA479	Laptop
3086	Intel Core2 Duo P7370 @ 2.00GHz	1	2	790	793	25	31.58	Dec 2008	PGA478	Laptop
3087	Intel Core2 Duo P7450 @ 2.13GHz	1	2	783	837	25	31.32	Feb 2009	PGA478	Laptop
3088	Intel Core2 Duo P7550 @ 2.26GHz	1	2	856	969	25	34.23	Jun 2009	PGA478	Laptop
3089	Intel Core2 Duo P7570 @ 2.26GHz	1	2	845	930	25	33.79	Oct 2009	PGA478	Laptop
3090	Intel Core2 Duo P8400 @ 2.26GHz	1	2	850	921	25	33.98	Dec 2008	BGA479	Laptop
3091	Intel Core2 Duo P8600 @ 2.40GHz	1	2	845	943	25	33.79	Dec 2008	BGA479	Laptop
3092	Intel Core2 Duo P8700 @ 2.53GHz	1	2	961	1,024	25	38.43	Mar 2009	BGA479	Laptop
3093	Intel Core2 Duo P8800 @ 2.66GHz	1	2	937	1,075	25	37.48	Jul 2009	BGA479	Laptop
3094	Intel Core2 Duo P9300 @ 2.26GHz	1	2	952	950	NA	NA	Mar 2009	Unknown	Laptop
3095	Intel Core2 Duo P9500 @ 2.53GHz	1	2	993	1,057	25	39.71	Dec 2008	BGA479	Laptop
3096	Intel Core2 Duo P9600 @ 2.53GHz	1	2	1,040	1,082	25	41.61	Aug 2009	PGA478	Laptop
3097	Intel Core2 Duo P9600 @ 2.66GHz	1	2	1,088	1,120	25	43.50	Mar 2009	PGA478	Laptop
3098	Intel Core2 Duo P9700 @ 2.80GHz	1	2	1,149	1,157	28	41.04	Jun 2009	PGA478	Laptop
3099	Intel Core2 Duo SL9400 @ 1.86GHz	1	2	759	786	17	44.65	Feb 2009	BGA956	Laptop
3100	Intel Core2 Duo SP9400 @ 2.40GHz	1	2	863	929	25	34.51	Mar 2009	BGA956	Laptop
3101	Intel Core2 Duo SU9400 @ 1.40GHz	1	2	503	583	10	50.35	Feb 2009	BGA956	Laptop
3102	Intel Core2 Duo T5200 @ 1.60GHz	1	2	470	592	34	13.81	Feb 2009	Socket M	Laptop
3103	Intel Core2 Duo T5250 @ 1.50GHz	1	2	549	567	35	15.69	Dec 2008	PGA478	Laptop
3104	Intel Core2 Duo T5270 @ 1.40GHz	1	2	427	535	35	12.19	Nov 2008	PGA478	Laptop
3105	Intel Core2 Duo T5300 @ 1.73GHz	1	2	530	533	34	15.58	Mar 2009	PGA478	Laptop
3106	Intel Core2 Duo T5450 @ 1.66GHz	1	2	583	592	35	16.64	Jan 2009	PGA478	Laptop
3107	Intel Core2 Duo T5470 @ 1.60GHz	1	2	590	636	35	16.85	Feb 2009	PGA478	Laptop
3108	Intel Core2 Duo T5500 @ 1.66GHz	1	2	543	605	34	15.96	Feb 2009	PGA478	Laptop
3109	Intel Core2 Duo T5550 @ 1.83GHz	1	2	637	680	35	18.21	Nov 2008	PGA478	Laptop
3110	Intel Core2 Duo T5600 @ 1.83GHz	1	2	658	678	34	19.35	Dec 2008	PGA478	Laptop
3111	Intel Core2 Duo T5670 @ 1.80GHz	1	2	587	664	35	16.77	Mar 2009	Socket P	Laptop
3112	Intel Core2 Duo T5750 @ 2.00GHz	1	2	693	741	35	19.80	Dec 2008	Socket P	Laptop
3113	Intel Core2 Duo T5800 @ 2.00GHz	1	2	628	725	35	17.94	Dec 2008	PGA478	Laptop
3114	Intel Core2 Duo T5850 @ 2.16GHz	1	2	687	787	NA	NA	Mar 2009	Socket P	Laptop
3115	Intel Core2 Duo T5870 @ 2.00GHz	1	2	698	740	35	19.95	Dec 2008	PPGA478, Socket	Laptop
3116	Intel Core2 Duo T5900 @ 2.20GHz	1	2	652	768	NA	NA	Mar 2009	Socket P	Laptop
3117	Intel Core2 Duo T6400 @ 2.00GHz	1	2	726	796	35	20.75	Feb 2009	PGA478	Laptop
3118	Intel Core2 Duo T6500 @ 2.10GHz	1	2	742	835	35	21.21	Jun 2009	PGA478	Laptop
3119	Intel Core2 Duo T6570 @ 2.10GHz	1	2	758	843	35	21.66	Mar 2009	PGA478	Laptop
3120	Intel Core2 Duo T6600 @ 2.20GHz	1	2	793	860	35	22.65	Feb 2009	PGA478	Laptop
3121	Intel Core2 Duo T6670 @ 2.20GHz	1	2	818	881	35	23.37	Jul 2009	PGA478	Laptop
3122	Intel Core2 Duo T7100 @ 1.80GHz	1	2	604	688	35	17.25	Feb 2009	BGA479	Laptop
3123	Intel Core2 Duo T7200 @ 2.00GHz	1	2	738	743	34	21.71	Nov 2008	PBGA479, PPGA478	Laptop
3124	Intel Core2 Duo T7250 @ 2.00GHz	1	2	708	771	35	20.24	Feb 2009	BGA479	Laptop
3125	Intel Core2 Duo T7300 @ 2.00GHz	1	2	680	762	35	19.42	Dec 2008	BGA479	Laptop
3126	Intel Core2 Duo T7400 @ 2.16GHz	1	2	761	757	34	22.38	Jul 2010	BGA479	Laptop
3127	Intel Core2 Duo T7500 @ 2.20GHz	1	2	828	863	35	23.66	Nov 2008	BGA479	Laptop
3128	Intel Core2 Duo T7600 @ 2.33GHz	1	2	824	874	34	24.23	Dec 2008	PBGA479, PPGA478	Laptop
3129	Intel Core2 Duo T7700 @ 2.40GHz	1	2	948	969	35	27.07	Nov 2008	BGA479	Laptop
3130	Intel Core2 Duo T7800 @ 2.60GHz	1	2	932	945	35	26.64	Mar 2009	BGA479	Laptop
3131	Intel Core2 Duo T8100 @ 2.10GHz	1	2	768	832	35	21.94	Dec 2008	BGA479	Laptop
3132	Intel Core2 Duo T8300 @ 2.40GHz	1	2	896	970	35	25.61	Dec 2008	BGA479	Laptop
3133	Intel Core2 Duo T9300 @ 2.50GHz	1	2	979	1,025	35	27.98	Dec 2008	BGA479	Laptop
3134	Intel Core2 Duo T9400 @ 2.53GHz	1	2	1,006	1,045	35	28.75	Jan 2009	BGA479	Laptop
3135	Intel Core2 Duo T9500 @ 2.60GHz	1	2	1,046	1,074	35	29.87	Jan 2009	BGA479	Laptop
3136	Intel Core2 Duo T9550 @ 2.66GHz	1	2	972	1,068	35	27.77	Feb 2009	BGA479	Laptop
3137	Intel Core2 Duo T9600 @ 2.80GHz	1	2	1,074	1,120	35	30.68	Feb 2009	BGA479	Laptop
3138	Intel Core2 Duo T9800 @ 2.93GHz	1	2	1,216	1,236	35	34.75	Feb 2009	BGA479	Laptop
3139	Intel Core2 Duo T9900 @ 3.06GHz	1	2	1,187	1,183	35	33.92	Jul 2009	BGA479,PGA478	Laptop
3140	Intel Core2 Duo U7300 @ 1.30GHz	1	2	522	531	10	52.16	Oct 2009	BGA956	Laptop
3141	Intel Core2 Duo U7500 @ 1.06GHz	1	2	392	393	10	39.25	Mar 2009	BGA479	Laptop
3142	Intel Core2 Duo U7600 @ 1.20GHz	1	2	347	429	10	34.74	Feb 2009	BGA479	Laptop
3143	Intel Core2 Duo U7700 @ 1.33GHz	1	2	429	442	10	42.93	Dec 2008	Unknown	Laptop
3144	Intel Core2 Duo U9300 @ 1.20GHz	1	2	440	502	10	43.98	May 2009	BGA956	Laptop
3145	Intel Core2 Duo U9600 @ 1.60GHz	1	2	577	659	10	57.73	Aug 2009	BGA956	Laptop
3146	Intel Core2 Extreme Q6800 @ 2.93GHz	1	4	2,145	1,124	75	28.61	Dec 2008	LGA775	Desktop
3147	Intel Core2 Extreme Q6850 @ 3.00GHz	1	4	2,304	1,231	130	17.72	Nov 2008	LGA775	Desktop
3148	Intel Core2 Extreme Q9200 @ 2.40GHz	1	4	2,011	1,080	NA	NA	Nov 2019	Unknown	Desktop
3149	Intel Core2 Extreme Q9300 @ 2.53GHz	1	4	1,966	1,081	45	43.68	Dec 2008	PGA478	Desktop
3150	Intel Core2 Extreme X6800 @ 2.93GHz	1	2	1,095	1,107	75	14.60	Dec 2008	PLGA775	Desktop
3151	Intel Core2 Extreme X7800 @ 2.60GHz	1	2	1,138	1,077	44	25.87	May 2009	PGA478	Laptop
3152	Intel Core2 Extreme X7900 @ 2.80GHz	1	2	1,104	1,085	44	25.10	Mar 2009	PGA478	Laptop
3153	Intel Core2 Extreme X9000 @ 2.80GHz	1	2	1,099	1,098	44	24.97	Feb 2009	PGA478	Laptop
3154	Intel Core2 Extreme X9100 @ 3.06GHz	1	2	1,171	1,178	44	26.61	Dec 2008	PGA478	Laptop
3155	Intel Core2 Extreme X9650 @ 3.00GHz	1	4	2,404	1,258	130	18.49	Nov 2008	LGA775	Desktop
3156	Intel Core2 Extreme X9750 @ 3.16GHz	1	4	2,348	1,352	NA	NA	Mar 2009	Unknown	Desktop
3157	Intel Core2 Extreme X9770 @ 3.20GHz	1	4	2,689	1,395	136	19.77	Nov 2008	LGA775	Desktop
3158	Intel Core2 Extreme X9775 @ 3.20GHz	1	4	2,780	1,451	150	18.53	Feb 2009	LGA771	Desktop
3159	Intel Core2 Quad Q6600 @ 2.40GHz	1	4	1,816	951	105	17.29	Nov 2008	LGA775	Desktop
3160	Intel Core2 Quad Q6700 @ 2.66GHz	1	4	2,093	1,077	105	19.93	Nov 2008	LGA775	Desktop
3161	Intel Core2 Quad Q8200 @ 2.33GHz	1	4	1,777	999	95	18.71	Nov 2008	LGA775	Desktop
3162	Intel Core2 Quad Q8300 @ 2.50GHz	1	4	1,891	1,060	95	19.90	Feb 2009	LGA775	Desktop
3163	Intel Core2 Quad Q8400 @ 2.66GHz	1	4	2,068	1,144	95	21.76	May 2009	LGA775	Desktop
3164	Intel Core2 Quad Q9000 @ 2.00GHz	1	4	1,575	881	45	34.99	Feb 2009	PGA478	Laptop
3165	Intel Core2 Quad Q9100 @ 2.26GHz	1	4	1,915	986	45	42.56	Apr 2009	PGA478	Laptop
3166	Intel Core2 Quad Q9300 @ 2.50GHz	1	4	1,984	1,081	95	20.88	Nov 2008	LGA775	Desktop
3167	Intel Core2 Quad Q9400 @ 2.66GHz	1	4	2,129	1,139	95	22.42	Nov 2008	LGA775	Desktop
3168	Intel Core2 Quad Q9450 @ 2.66GHz	1	4	2,189	1,128	95	23.04	Nov 2008	LGA775	Desktop
