CPU Name,Predicted CPU Mark,Actual CPU Mark,Accuracy (%)
Intel Xeon E3-1505L v5 @ 2.00GHz,4914.44,5083,69.84687868080094
Intel Core i5-5675C @ 3.10GHz,5910.64,5606,69.84687868080094
AMD Phenom 9600B Quad-Core,1819.97,1822,69.84687868080094
AMD EPYC 7451,27502.9,25863,69.84687868080094
AMD E1-6010 APU,470.97,535,69.84687868080094
Intel Core Duo T2500 @ 2.00GHz,515.81,408,69.84687868080094
Intel Atom N280 @ 1.66GHz,194.76,157,69.84687868080094
[Dual CPU] Intel Xeon E5-2603 @ 1.80GHz,3744.53,4433,69.84687868080094
Intel Core i7-1180G7 @ 1.30GHz,8937.65,8293,69.84687868080094
Intel Xeon 5160 @ 3.00GHz,1027.82,963,69.84687868080094
[Dual CPU] Intel Xeon Platinum 8468,118190.09,126838,69.84687868080094
Intel Xeon E3-1276 v3 @ 3.60GHz,7390.6,7508,69.84687868080094
[Dual CPU] AMD Opteron 4386,8336.25,9253,69.84687868080094
Intel Core i5-8250U @ 1.60GHz,6210.19,5868,69.84687868080094
AMD G-T40N,316.54,299,69.84687868080094
Intel Celeron J3455E @ 1.50GHz,2164.83,2193,69.84687868080094
Intel Xeon Gold 6258R @ 2.70GHz,39380.29,40252,69.84687868080094
AMD Opteron 170,621.84,648,69.84687868080094
Intel Xeon Platinum P-8124 @ 3.00GHz,27957.22,22674,69.84687868080094
Intel Xeon E-2478,28318.44,29827,69.84687868080094
AMD EPYC 7281,21585.95,21621,69.84687868080094
AMD Sempron 210U,224.43,267,69.84687868080094
Intel Core i5-3427U @ 1.80GHz,2105.1,2252,69.84687868080094
Intel Xeon E5-2667 v4 @ 3.20GHz,13810.67,13847,69.84687868080094
Intel Celeron N5095 @ 2.00GHz,4017.18,4086,69.84687868080094
AMD Athlon X3 435,1747.0,1781,69.84687868080094
Intel Core i7-7700T @ 2.90GHz,7380.87,7597,69.84687868080094
Intel Core i5-6402P @ 2.80GHz,5956.65,5379,69.84687868080094
[5-Way CPU] AMD Ryzen 9 5950X,17630.5,13220,69.84687868080094
Intel Xeon E3-1230L v3 @ 1.80GHz,5034.94,5251,69.84687868080094
AMD Sempron 3400+,295.89,292,69.84687868080094
AMD Phenom 8850B Triple-Core,1234.67,1281,69.84687868080094
Intel Xeon Gold 6348 @ 2.60GHz,52973.35,52276,69.84687868080094
AMD Athlon X2 450,829.07,1295,69.84687868080094
[Dual CPU] Intel Xeon Gold 6530,96809.7,97607,69.84687868080094
AMD A10-8700P,1886.26,2245,69.84687868080094
AMD A8-3850 APU,2256.67,2374,69.84687868080094
Intel Core i7-13850HX,36485.94,37987,69.84687868080094
Intel Core i7-5550U @ 2.00GHz,3013.24,2864,69.84687868080094
Intel Core i5-9600T @ 2.30GHz,11648.83,9620,69.84687868080094
AMD PRO A4-4350B,1163.76,1134,69.84687868080094
Intel Core i5-9600K @ 3.70GHz,12323.08,10671,69.84687868080094
Intel Xeon E5-2648L @ 1.80GHz,5225.2,5262,69.84687868080094
AMD Athlon Gold PRO 3150G,7976.87,7702,69.84687868080094
Intel Core i5-3340M @ 2.70GHz,2861.26,2694,69.84687868080094
Intel Core i7-9700TE @ 1.80GHz,11779.44,10203,69.84687868080094
[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz,73452.22,73194,69.84687868080094
Intel Xeon E5-4620 v3 @ 2.00GHz,10519.92,10525,69.84687868080094
[Dual CPU] Intel Xeon E5-2440 @ 2.40GHz,10430.1,10776,69.84687868080094
Intel Core Duo T2300 @ 1.66GHz,339.51,325,69.84687868080094
Intel Xeon E5-2689 v4 @ 3.10GHz,16976.06,17049,69.84687868080094
Intel Pentium Extreme Edition 955 @ 3.46GHz,600.43,469,69.84687868080094
AMD Ryzen 7 2700X,18549.72,17519,69.84687868080094
AMD Ryzen 7 PRO 6850H,22877.18,22960,69.84687868080094
Intel Xeon D-1559 @ 1.50GHz,8240.32,8015,69.84687868080094
AMD Phenom II X4 850,2416.9,2400,69.84687868080094
Intel Core2 Duo P8800 @ 2.66GHz,1064.99,937,69.84687868080094
AMD Athlon II X4 638 Quad-Core,2554.58,2250,69.84687868080094
[Quad CPU] Intel Xeon E5-4650 @ 2.70GHz,23523.22,27008,69.84687868080094
Intel Celeron E1600 @ 2.40GHz,846.29,840,69.84687868080094
Intel Xeon E-2124G @ 3.40GHz,8069.44,7418,69.84687868080094
Intel Xeon Gold 6526Y,46801.9,46025,69.84687868080094
AMD PRO A6-8500B,1726.23,1601,69.84687868080094
[Dual CPU] Intel Xeon Gold 6334 @ 3.60GHz,32665.27,34757,69.84687868080094
AMD Ryzen 5 1500X,8156.66,9102,69.84687868080094
AMD Ryzen 5 1400,6341.04,7753,69.84687868080094
Intel Xeon E3-1245 V2 @ 3.40GHz,6046.82,6308,69.84687868080094
[Dual CPU] Intel Xeon X5560 @ 2.80GHz,6511.0,5864,69.84687868080094
AMD Opteron 6128,2838.29,2826,69.84687868080094
AMD PRO A10-8750B,2700.06,2879,69.84687868080094
AMD Phenom II X940 Quad-Core,1597.03,1797,69.84687868080094
Intel Core m7-6Y75 @ 1.20GHz,2179.31,2326,69.84687868080094
Intel Core i5-14400F,26325.03,25624,69.84687868080094
Intel Xeon E5-2669 v3 @ 2.30GHz,15223.67,16107,69.84687868080094
AMD Athlon X3 440,1561.42,1438,69.84687868080094
Intel Core i5-2557M @ 1.70GHz,1671.16,1713,69.84687868080094
AMD Ryzen 3 PRO 2300U,5606.69,5795,69.84687868080094
Intel Xeon E5-2637 v2 @ 3.50GHz,6390.54,6457,69.84687868080094
Intel Core i5-4210M @ 2.60GHz,2835.17,2888,69.84687868080094
Intel Core2 Extreme X6800 @ 2.93GHz,1045.55,1095,69.84687868080094
Intel Core i7-8706G @ 3.10GHz,7545.31,7287,69.84687868080094
AMD Ryzen 3 5300GE,12396.19,13074,69.84687868080094
AMD A8-6410 APU,1883.47,1771,69.84687868080094
Intel Xeon E-2236 @ 3.40GHz,13861.36,14012,69.84687868080094
AMD Turion Dual-Core RM-74,569.55,588,69.84687868080094
Intel Core i5-2380P @ 3.10GHz,4302.01,3797,69.84687868080094
[Dual CPU] AMD Ryzen Threadripper PRO 3995WX,113456.75,113693,69.84687868080094
[Dual CPU] Intel Xeon E5-2683 v3 @ 2.00GHz,23751.1,23992,69.84687868080094
Intel Core i5-9400H @ 2.50GHz,8461.33,7912,69.84687868080094
Intel Core i3-2100 @ 3.10GHz,1850.55,1855,69.84687868080094
[Dual CPU] AMD EPYC 7513,87425.63,96409,69.84687868080094
AMD Ryzen 7 9700X,33645.47,37304,69.84687868080094
AMD Ryzen 9 PRO 5945,30275.91,34573,69.84687868080094
Intel Core i7-3632QM @ 2.20GHz,4602.01,4697,69.84687868080094
Intel Core i7-6770HQ @ 2.60GHz,6634.88,7087,69.84687868080094
Intel Core i7-1250U,12755.72,11722,69.84687868080094
Intel Xeon E5-2603 v2 @ 1.80GHz,2089.64,2735,69.84687868080094
Intel Xeon L5430 @ 2.66GHz,2637.65,2260,69.84687868080094
Intel Xeon X5460 @ 3.16GHz,2515.51,2572,69.84687868080094
Intel Core i7-4770T @ 2.50GHz,5992.69,5973,69.84687868080094
AMD Embedded R-Series RX-421ND,3157.83,3024,69.84687868080094
AMD Athlon II X4 557,2834.7,2567,69.84687868080094
Intel Xeon X3330 @ 2.66GHz,2198.34,2111,69.84687868080094
[Dual CPU] AMD Opteron 285,1687.57,1441,69.84687868080094
AMD Ryzen Threadripper 2950X,31126.56,29442,69.84687868080094
Intel Xeon W3530 @ 2.80GHz,3027.83,3068,69.84687868080094
Intel Core i7-11700F @ 2.50GHz,22524.39,20997,69.84687868080094
Intel Core2 Duo T7300 @ 2.00GHz,685.97,680,69.84687868080094
[Dual CPU] Intel Xeon Gold 6253CL @ 3.10GHz,49022.39,49872,69.84687868080094
AMD A8-3800 APU,2153.32,2049,69.84687868080094
Intel Core i3-14100,14388.4,15043,69.84687868080094
Intel Core i5-13420H,22057.47,18600,69.84687868080094
Intel Core Duo T2600 @ 2.16GHz,544.47,460,69.84687868080094
[Dual CPU] Intel Xeon E5-2637 @ 3.00GHz,4248.99,5775,69.84687868080094
Intel Xeon E5-2418L v2 @ 2.00GHz,6206.85,5380,69.84687868080094
Intel Xeon E5-1620 v4 @ 3.50GHz,7430.82,7382,69.84687868080094
Intel Core i5-7200U @ 2.50GHz,3263.02,3387,69.84687868080094
Intel Core i3-380M @ 2.53GHz,1162.61,1200,69.84687868080094
Intel Xeon E7-8891 v3 @ 2.80GHz,19227.71,21615,69.84687868080094
[Dual CPU] Intel Xeon Gold 6248 @ 2.50GHz,33461.99,33619,69.84687868080094
AMD Opteron 1356,1747.45,1703,69.84687868080094
Intel Xeon D-1733NT @ 2.00GHz,14208.39,14849,69.84687868080094
Intel Core i7-6900K @ 3.20GHz,14672.31,14476,69.84687868080094
Intel Xeon E5-2686 v3 @ 2.00GHz,19948.72,18148,69.84687868080094
AMD Phenom II X4 980,2913.86,2839,69.84687868080094
Intel Xeon E5-4603 @ 2.00GHz,2138.1,3391,69.84687868080094
AMD Opteron 2218,780.24,1036,69.84687868080094
Intel Core2 Extreme Q6850 @ 3.00GHz,2477.01,2304,69.84687868080094
Intel Core2 Duo T9550 @ 2.66GHz,982.87,972,69.84687868080094
Intel Xeon E-2286M @ 2.40GHz,15550.7,15092,69.84687868080094
Intel Atom x6425E @ 2.00GHz,4189.7,3905,69.84687868080094
Intel Core i7-13790F,47204.03,46309,69.84687868080094
AMD EPYC 7552,61820.3,61282,69.84687868080094
Intel Core2 Duo P8400 @ 2.26GHz,865.04,850,69.84687868080094
Intel Celeron E1200 @ 1.60GHz,516.92,516,69.84687868080094
Intel Celeron 570 @ 2.26GHz,316.84,344,69.84687868080094
Intel Xeon Gold 5218T @ 2.10GHz,23022.84,21433,69.84687868080094
AMD A6-5400B APU,1464.35,1459,69.84687868080094
Intel Xeon Gold 6530,64665.54,65533,69.84687868080094
AMD Ryzen 7 4800H,18085.86,18523,69.84687868080094
AMD Athlon 300GE,3979.65,4273,69.84687868080094
Intel Xeon E5-2660 v3 @ 2.60GHz,13806.75,13135,69.84687868080094
[Dual CPU] AMD Opteron 6128 HE,6650.2,6339,69.84687868080094
[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz,21072.3,20898,69.84687868080094
AMD Phenom II X3 B73,1545.27,1538,69.84687868080094
Intel Core i5-8200Y @ 1.30GHz,2477.92,2174,69.84687868080094
Intel Xeon E-2226G @ 3.40GHz,13415.76,11110,69.84687868080094
[Dual CPU] Intel Xeon E5-2680 v2 @ 2.80GHz,20820.16,21269,69.84687868080094
AMD Athlon Silver 7120U,3634.69,3155,69.84687868080094
Intel Core i5-520UM @ 1.07GHz,919.32,908,69.84687868080094
AMD Ryzen 5 5600G,18868.32,19880,69.84687868080094
Intel Pentium Silver N6000 @ 1.10GHz,3528.39,3059,69.84687868080094
Intel Pentium 4 1800MHz,117.85,114,69.84687868080094
[Dual CPU] AMD Opteron 2382,4194.64,4516,69.84687868080094
Intel Core i7-8850H @ 2.60GHz,10640.96,10212,69.84687868080094
Intel Core i5-4470 @ 3.30GHz,3873.13,3971,69.84687868080094
[Dual CPU] Intel Xeon X5450 @ 3.00GHz,4790.52,4814,69.84687868080094
Intel Core i5-3570K @ 3.40GHz,5287.84,4952,69.84687868080094
Intel Atom x6211E @ 1.30GHz,1939.0,1833,69.84687868080094
AMD Opteron 4280,4061.67,4504,69.84687868080094
Intel Core i5-760 @ 2.80GHz,2527.32,2628,69.84687868080094
Intel Atom N470 @ 1.83GHz,155.08,224,69.84687868080094
Intel Core i5-4278U @ 2.60GHz,3250.48,2831,69.84687868080094
[Dual CPU] Intel Xeon E5-2620 @ 2.00GHz,9689.25,9763,69.84687868080094
AMD Opteron 6328,5216.83,5306,69.84687868080094
[Dual CPU] Intel Xeon Gold 6122 @ 1.80GHz,42865.51,40707,69.84687868080094
Intel Xeon E5-2650 v4 @ 2.20GHz,14017.33,13591,69.84687868080094
Intel Core M-5Y10 @ 0.80GHz,1657.56,1628,69.84687868080094
AMD Ryzen 7 7840U,23861.31,24949,69.84687868080094
Intel Celeron J4005 @ 2.00GHz,1577.87,1550,69.84687868080094
Intel Celeron D 347 @ 3.06GHz,264.17,232,69.84687868080094
[Dual CPU] Intel Xeon Gold 5320 @ 2.20GHz,66346.08,64917,69.84687868080094
[Dual CPU] Intel Xeon X5650 @ 2.67GHz,10164.44,10128,69.84687868080094
Intel Pentium 4 1500MHz,86.57,81,69.84687868080094
Intel Core i7-860 @ 2.80GHz,2985.15,2993,69.84687868080094
Intel Xeon E3-1270 v3 @ 3.50GHz,7309.03,7274,69.84687868080094
Intel Xeon Silver 4310 @ 2.10GHz,22117.88,22642,69.84687868080094
Intel Core i5-8500B @ 3.00GHz,10236.93,8944,69.84687868080094
AMD A10-6700T APU,1816.18,2299,69.84687868080094
Intel Core i5-5350U @ 1.80GHz,2902.67,2569,69.84687868080094
Intel Celeron 807UE @ 1.00GHz,209.62,241,69.84687868080094
AMD Athlon Dual Core 4050e,628.22,674,69.84687868080094
AMD E1-1500 APU,421.71,398,69.84687868080094
AMD PRO A6-8570,1941.73,1906,69.84687868080094
VIA Nano U2250 (1.6GHz Capable),184.05,187,69.84687868080094
Intel Core i5-4470S @ 3.00GHz,4655.65,4742,69.84687868080094
Intel Xeon Gold 6132 @ 2.60GHz,20837.04,22099,69.84687868080094
Intel Xeon E5-1607 v4 @ 3.10GHz,6562.23,5200,69.84687868080094
AMD Turion 64 Mobile ML-44,384.02,384,69.84687868080094
Intel Xeon W-2135 @ 3.70GHz,13611.28,14446,69.84687868080094
[Dual CPU] Intel Xeon Platinum 6162 @ 1.90GHz,42554.98,42073,69.84687868080094
[Dual CPU] Intel Xeon E5-2650L @ 1.80GHz,10832.17,11364,69.84687868080094
Intel Celeron G4900 @ 3.10GHz,2392.92,2394,69.84687868080094
Intel Xeon E3113 @ 3.00GHz,1398.9,1429,69.84687868080094
AMD R-464L APU,2146.84,1773,69.84687868080094
AMD A4-5150M APU,753.43,765,69.84687868080094
Intel Xeon E5520 @ 2.27GHz,2063.11,2524,69.84687868080094
Intel Xeon E-2186G @ 3.80GHz,13895.9,13964,69.84687868080094
Intel Core i5-8400H @ 2.50GHz,8053.78,7644,69.84687868080094
Intel Celeron M 440 @ 1.86GHz,201.48,169,69.84687868080094
AMD A8-7690K,2468.53,2157,69.84687868080094
Intel Xeon D-2183IT @ 2.20GHz,21421.96,19377,69.84687868080094
Intel Xeon W-1270P @ 3.80GHz,16976.02,17113,69.84687868080094
AMD Ryzen 3 1200,6001.35,6275,69.84687868080094
[Dual CPU] Intel Xeon Platinum 8480+,113665.5,125165,69.84687868080094
Intel Xeon Gold 6334 @ 3.60GHz,21266.04,21521,69.84687868080094
AMD TurionX2 Dual Core Mobile RM-70,570.04,536,69.84687868080094
Intel Core i7-6700 @ 3.40GHz,8065.2,8080,69.84687868080094
Intel Core i5-12600K,28926.78,27708,69.84687868080094
Intel Atom Z670 @ 1.50GHz,108.11,158,69.84687868080094
AMD A10-9620P,2813.12,2540,69.84687868080094
AMD Ryzen 5 7645HX,25991.24,26868,69.84687868080094
Intel Xeon D-1718T @ 2.60GHz,8019.13,9713,69.84687868080094
Intel Xeon Silver 4110 @ 2.10GHz,10258.7,10215,69.84687868080094
Intel Core i7-13650HX,28971.97,31418,69.84687868080094
[Dual CPU] Intel Xeon Gold 6134 @ 3.20GHz,27075.43,28513,69.84687868080094
[Dual CPU] Intel Xeon Silver 4216 @ 2.10GHz,34224.46,30184,69.84687868080094
Intel Celeron 1000M @ 1.80GHz,1066.27,1070,69.84687868080094
Intel Celeron E3200 @ 2.40GHz,840.54,839,69.84687868080094
AMD A8-7670K,3214.4,3192,69.84687868080094
Intel Atom C2350 @ 1.74GHz,519.97,520,69.84687868080094
Intel Xeon Gold 5218 @ 2.30GHz,23859.76,21986,69.84687868080094
Intel Core i3-4110M @ 2.60GHz,2546.3,2678,69.84687868080094
AMD Opteron 6234,3481.02,4072,69.84687868080094
AMD Opteron 2384,2048.41,2074,69.84687868080094
Intel Xeon E5-2666 v3 @ 2.90GHz,13529.46,14294,69.84687868080094
Intel Core i5-9600 @ 3.10GHz,13443.71,10417,69.84687868080094
[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz,23387.6,23593,69.84687868080094
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,723.08,733,69.84687868080094
Intel Xeon E3-1505L v6 @ 2.20GHz,5669.29,6088,69.84687868080094
Intel Xeon Gold 5118 @ 2.30GHz,16169.39,16627,69.84687868080094
Intel Xeon Gold 6438N,52108.65,52789,69.84687868080094
Intel Xeon E5-2650L v2 @ 1.70GHz,7047.67,7586,69.84687868080094
Intel Core i3-1000NG4 @ 1.10GHz,3459.91,3572,69.84687868080094
[Dual CPU] Intel Xeon Silver 4410T,45439.96,48208,69.84687868080094
Intel Xeon Platinum 8168 @ 2.70GHz,33375.56,33099,69.84687868080094
Intel Celeron P4500 @ 1.87GHz,797.22,848,69.84687868080094
AMD Ryzen Threadripper 2990WX,32487.4,32167,69.84687868080094
[Dual CPU] AMD EPYC 7402,65895.03,63999,69.84687868080094
AMD Ryzen 5 PRO 4655GE,14893.05,14436,69.84687868080094
Intel Xeon E5-1660 @ 3.30GHz,8488.54,8413,69.84687868080094
Intel Core i7-10700KF @ 3.80GHz,19888.9,18595,69.84687868080094
[Quad CPU] Intel Xeon E7-4880 v2 @ 2.50GHz,42256.47,39311,69.84687868080094
Intel Core i5-2410M @ 2.30GHz,1936.45,1941,69.84687868080094
Intel Pentium G4520 @ 3.60GHz,2670.93,2707,69.84687868080094
Intel Core2 Duo T5250 @ 1.50GHz,544.5,549,69.84687868080094
AMD A8-5550M APU,2213.46,1862,69.84687868080094
[Dual CPU] Intel Xeon Gold 5220 @ 2.20GHz,43515.48,41925,69.84687868080094
AMD E-450 APU,441.31,437,69.84687868080094
[Dual CPU] Intel Xeon E5-2698 v4 @ 2.20GHz,41102.47,39543,69.84687868080094
AMD Opteron 1218,892.37,910,69.84687868080094
Intel Core2 Duo SP9400 @ 2.40GHz,943.18,863,69.84687868080094
Intel Pentium E5800 @ 3.20GHz,1196.91,1165,69.84687868080094
Intel Xeon E5-2648L v3 @ 1.80GHz,10696.0,9847,69.84687868080094
[Quad CPU] Intel Xeon Gold 5320H @ 2.40GHz,66758.82,83263,69.84687868080094
Intel Celeron D 356 @ 3.33GHz,269.93,251,69.84687868080094
AMD PRO A8-8600B,2593.72,2190,69.84687868080094
Intel Celeron G1101 @ 2.27GHz,969.7,1086,69.84687868080094
AMD E-350,411.98,421,69.84687868080094
[Dual CPU] Intel Xeon Gold 6438Y+,88036.44,93306,69.84687868080094
AMD Opteron 2378,1813.0,1864,69.84687868080094
Intel Xeon E3-1271 v3 @ 3.60GHz,7607.64,7539,69.84687868080094
Intel Core i7-1280P,20753.17,20368,69.84687868080094
Intel Pentium Gold G5600F @ 3.90GHz,3895.34,4124,69.84687868080094
Intel Celeron N2830 @ 2.16GHz,631.94,550,69.84687868080094
Intel Core i7-4930K @ 3.40GHz,9520.23,9403,69.84687868080094
AMD FX-9590 Eight-Core,5748.78,6788,69.84687868080094
AMD EPYC 8534P,70828.08,71900,69.84687868080094
Intel Core i7-2860QM @ 2.50GHz,4454.83,4521,69.84687868080094
Intel Core i5-4460 @ 3.20GHz,5096.68,4887,69.84687868080094
Intel Xeon X5680 @ 3.33GHz,6843.06,6833,69.84687868080094
Intel Pentium T4400 @ 2.20GHz,778.29,769,69.84687868080094
Intel Core i5-10210Y @ 1.00GHz,5653.66,4475,69.84687868080094
AMD FX-4300 Quad-Core,3037.57,2986,69.84687868080094
AMD Turion 64 X2 Mobile TL-62,647.95,649,69.84687868080094
Intel Core2 Duo T7800 @ 2.60GHz,923.12,932,69.84687868080094
AMD Turion 64 Mobile MT-30,234.78,246,69.84687868080094
Intel Core i5-3610ME @ 2.70GHz,2628.61,2666,69.84687868080094
Intel Core i7-10700F @ 2.90GHz,16390.21,16429,69.84687868080094
[Dual CPU] AMD EPYC 7401,58655.08,55280,69.84687868080094
AMD Ryzen 5 2600X,12582.03,13907,69.84687868080094
Intel Pentium 4 2.26GHz,164.7,151,69.84687868080094
[Dual CPU] Intel Xeon L5638 @ 2.00GHz,7820.89,7217,69.84687868080094
Intel Core i5-520M @ 2.40GHz,1782.04,1723,69.84687868080094
Intel Xeon w9-3595X,96732.26,100127,69.84687868080094
AMD Athlon II X4 645,2381.67,2348,69.84687868080094
[Dual CPU] Intel Xeon E5-2450L @ 1.80GHz,11613.71,11711,69.84687868080094
Intel Core i9-10900F @ 2.80GHz,19785.28,19955,69.84687868080094
[Dual CPU] Intel Xeon Gold 6418H,83056.52,84526,69.84687868080094
Intel Xeon L5530 @ 2.40GHz,2845.38,2522,69.84687868080094
[Dual CPU] Intel Xeon E5-2643 v4 @ 3.40GHz,22143.91,19933,69.84687868080094
Intel Core i9-12900F,36565.54,36408,69.84687868080094
Intel Xeon E5-2667 v3 @ 3.20GHz,12806.44,12633,69.84687868080094
[Dual CPU] Intel Xeon E5-2640 v2 @ 2.00GHz,12680.8,13421,69.84687868080094
Intel Core i3-13100E,10399.58,11650,69.84687868080094
AMD Athlon II X2 260u,759.3,713,69.84687868080094
Intel Celeron 1019Y @ 1.00GHz,520.96,576,69.84687868080094
Intel Atom 230 @ 1.60GHz,162.35,169,69.84687868080094
Intel Xeon w7-2495X,60535.1,58228,69.84687868080094
Intel Atom C3538 @ 2.10GHz,1758.19,1889,69.84687868080094
Intel Core i7-13700H,27299.87,27286,69.84687868080094
AMD Ryzen 5 5500,17736.65,19406,69.84687868080094
Intel Pentium G620T @ 2.20GHz,938.75,896,69.84687868080094
Intel Core i5-13600K,39784.54,37968,69.84687868080094
Intel Core i7-9700F @ 3.00GHz,15432.07,13251,69.84687868080094
AMD Opteron 1352,1558.76,1547,69.84687868080094
Intel Core i9-10980XE @ 3.00GHz,32729.65,32778,69.84687868080094
[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz,25737.78,26054,69.84687868080094
Intel Xeon E3-1275L v3 @ 2.70GHz,7093.82,6290,69.84687868080094
AMD Phenom II N830 Triple-Core,1232.32,1222,69.84687868080094
Intel Celeron 450 @ 2.20GHz,419.1,415,69.84687868080094
Intel Xeon E-2286G @ 4.00GHz,14196.44,14020,69.84687868080094
AMD Ryzen 5 PRO 3400G,8552.01,9086,69.84687868080094
Intel Xeon X3380 @ 3.16GHz,2833.58,2568,69.84687868080094
[Dual CPU] Intel Xeon 5110 @ 1.60GHz,787.97,1373,69.84687868080094
AMD EPYC 9634,120472.72,107944,69.84687868080094
[Dual CPU] Intel Xeon Silver 4309Y @ 2.80GHz,33043.79,31783,69.84687868080094
Intel Core i7-11800H @ 2.30GHz,19641.07,20472,69.84687868080094
AMD Phenom II X3 705e,1407.89,1222,69.84687868080094
Intel Celeron B830 @ 1.80GHz,863.93,863,69.84687868080094
Intel Core i5-3380M @ 2.90GHz,2949.79,2916,69.84687868080094
AMD Sempron 3100+,303.42,298,69.84687868080094
Intel Pentium B970 @ 2.30GHz,1086.14,1088,69.84687868080094
Intel Core i7-3687U @ 2.10GHz,2467.56,2645,69.84687868080094
Intel Xeon E5-2695 v4 @ 2.10GHz,19912.71,19109,69.84687868080094
AMD Ryzen 5 PRO 5675U,15052.52,14657,69.84687868080094
AMD Ryzen 9 PRO 7940HS,27414.15,28053,69.84687868080094
[Dual CPU] Intel Xeon E5607 @ 2.27GHz,4795.31,4969,69.84687868080094
Intel Xeon W-3245M @ 3.20GHz,26181.96,26814,69.84687868080094
[Quad CPU] Intel Xeon E7- 8870 @ 2.40GHz,23643.26,24434,69.84687868080094
Intel Xeon E5-2663 v3 @ 2.80GHz,12836.54,11777,69.84687868080094
Intel Core i7-8565UC @ 1.80GHz,9873.29,6187,69.84687868080094
AMD Ryzen 3 4300G,10151.11,10922,69.84687868080094
[Dual CPU] Intel Xeon Gold 6230 @ 2.10GHz,48576.81,45041,69.84687868080094
AMD Ryzen 5 7540U,19240.92,18855,69.84687868080094
Intel Core i9-7940X @ 3.10GHz,25180.45,26036,69.84687868080094
Intel Core i7-14700,41817.27,43659,69.84687868080094
[Quad CPU] Intel Xeon E7-8891 v4 @ 2.80GHz,39595.47,47104,69.84687868080094
[Dual CPU] Intel Xeon Gold 6242 @ 2.80GHz,38663.06,37742,69.84687868080094
Intel Core i7-7700 @ 3.60GHz,8808.33,8647,69.84687868080094
Intel Core2 Duo E6300 @ 1.86GHz,634.83,634,69.84687868080094
[Dual CPU] Intel Xeon E5-2440 v2 @ 1.90GHz,13553.39,13818,69.84687868080094
Intel Xeon E5-2640 v3 @ 2.60GHz,11185.09,11107,69.84687868080094
Intel Pentium 4 1.90GHz,106.31,104,69.84687868080094
Intel Celeron J4125 @ 2.00GHz,2830.52,2957,69.84687868080094
AMD Turion X2 Dual Core Mobile RM-76,676.42,691,69.84687868080094
Intel Celeron 3955U @ 2.00GHz,1577.15,1507,69.84687868080094
Intel Core i5-3570 @ 3.40GHz,5231.3,4929,69.84687868080094
Intel Atom Z3775D @ 1.49GHz,1148.43,794,69.84687868080094
Athlon 64 Dual Core 5000+,847.8,850,69.84687868080094
Intel N50,3496.81,2907,69.84687868080094
Intel Core i7-9700T @ 2.00GHz,13364.92,10782,69.84687868080094
AMD Athlon 64 X2 Dual-Core TK-42,510.25,577,69.84687868080094
AMD Phenom 9150e Quad-Core,1404.82,1414,69.84687868080094
Intel Core i3-4130 @ 3.40GHz,2937.68,3314,69.84687868080094
AMD FX-6100 Six-Core,3449.06,3684,69.84687868080094
Intel Core i3-1215UL,8498.41,6161,69.84687868080094
Intel Celeron SU2300 @ 1.20GHz,459.04,482,69.84687868080094
Intel Xeon E3-1275 v5 @ 3.60GHz,8162.67,8501,69.84687868080094
Intel Atom P5342,15029.43,12291,69.84687868080094
AMD Ryzen 5 PRO 4650U,12106.33,12624,69.84687868080094
AMD Athlon II 170u,379.73,340,69.84687868080094
Intel Core i5-1035G7 @ 1.20GHz,7902.12,8132,69.84687868080094
Intel Core i7-10700K @ 3.80GHz,19884.68,18792,69.84687868080094
AMD A8-5500 APU,2389.58,2610,69.84687868080094
[Dual CPU] Intel Xeon E5-2640 v3 @ 2.60GHz,17655.25,17438,69.84687868080094
AMD EPYC 7232P,15892.72,17731,69.84687868080094
AMD Athlon XP 3200+,302.82,281,69.84687868080094
AMD TurionX2 Ultra DualCore Mobile ZM-87,667.54,599,69.84687868080094
Intel Core i7-4750HQ @ 2.00GHz,5548.16,5693,69.84687868080094
AMD Phenom FX-5000 Quad-Core,1609.03,1599,69.84687868080094
[Dual CPU] AMD Opteron 6380,12274.99,12377,69.84687868080094
Intel Xeon E3-1280 v6 @ 3.90GHz,8691.52,9032,69.84687868080094
AMD G-T52R,226.54,177,69.84687868080094
Intel Pentium G860 @ 3.00GHz,1495.61,1459,69.84687868080094
Intel Core2 Duo T7700 @ 2.40GHz,941.68,948,69.84687868080094
Intel Celeron G1820TE @ 2.20GHz,979.8,1020,69.84687868080094
AMD Ryzen 7 PRO 1700,14475.88,14658,69.84687868080094
AMD A8-5557M APU,2217.16,1801,69.84687868080094
Intel Core i3-9100 @ 3.60GHz,7069.26,6623,69.84687868080094
[Dual CPU] Intel Xeon E5-2428L @ 1.80GHz,8672.12,8500,69.84687868080094
Intel Core i3-2350M @ 2.30GHz,1273.54,1251,69.84687868080094
AMD Ryzen 3 4100,9986.13,11074,69.84687868080094
AMD Athlon II Neo K145,297.29,298,69.84687868080094
Intel Core i3-5005U @ 2.00GHz,1901.05,2023,69.84687868080094
[Quad CPU] AMD Opteron 6282 SE,10606.49,12083,69.84687868080094
