CPU Name,No. Sockets,Cores,CPU Mark,Thread Mark,TDP (W),Power Performance,Category
[Dual CPU] Intel Xeon E5410 @ 2.33GHz,2,4,3829,1013,80,47.86,Server
Intel Xeon E5420 @ 2.50GHz,1,4,2022,1060,80,25.28,Server
[Dual CPU] Intel Xeon E5420 @ 2.50GHz,2,4,4099,1087,80,51.24,Server
Intel Xeon E5430 @ 2.66GHz,1,4,2233,1158,80,27.91,Server
[Dual CPU] Intel Xeon E5430 @ 2.66GHz,2,4,4287,1161,80,53.59,Server
Intel Xeon E5440 @ 2.83GHz,1,4,2374,1228,80,29.68,Server
[Dual CPU] Intel Xeon E5440 @ 2.83GHz,2,4,4440,1241,80,55.5,Server
Intel Xeon E5450 @ 3.00GHz,1,4,2579,1287,80,32.24,Server
[Dual CPU] Intel Xeon E5450 @ 3.00GHz,2,4,4710,1289,80,58.88,Server
Intel Xeon E5462 @ 2.80GHz,1,4,2146,1148,80,26.82,Server
[Dual CPU] Intel Xeon E5462 @ 2.80GHz,2,4,4527,1241,80,56.59,Server
Intel Xeon E5472 @ 3.00GHz,1,4,2286,1211,80,28.58,Server
[Dual CPU] Intel Xeon E5472 @ 3.00GHz,2,4,4765,1326,80,59.56,Server
Intel Xeon E5502 @ 1.87GHz,1,2,837,799,80,10.46,Server
[Dual CPU] Intel Xeon E5502 @ 1.87GHz,2,2,1853,825,80,23.16,Server
Intel Xeon E5503 @ 2.00GHz,1,2,804,845,80,10.05,Server
[Dual CPU] Intel Xeon E5503 @ 2.00GHz,2,2,1787,783,80,22.34,Server
Intel Xeon E5504 @ 2.00GHz,1,4,1519,825,80,18.99,Server
[Dual CPU] Intel Xeon E5504 @ 2.00GHz,2,4,3305,870,80,41.31,Server
Intel Xeon E5506 @ 2.13GHz,1,4,1944,928,80,24.3,Server
[Dual CPU] Intel Xeon E5506 @ 2.13GHz,2,4,3710,911,80,46.38,Server
Intel Xeon E5507 @ 2.27GHz,1,4,1928,997,80,24.1,Server
[Dual CPU] Intel Xeon E5507 @ 2.27GHz,2,4,4256,1026,80,53.2,Server
Intel Xeon E5520 @ 2.27GHz,1,4,2524,1053,80,31.55,Server
[Dual CPU] Intel Xeon E5520 @ 2.27GHz,2,4,4613,1106,80,57.66,Server
Intel Xeon E5530 @ 2.40GHz,1,4,2690,1144,80,33.62,Server
[Dual CPU] Intel Xeon E5530 @ 2.40GHz,2,4,5214,1155,80,65.18,Server
Intel Xeon E5540 @ 2.53GHz,1,4,2783,1203,80,34.79,Server
[Dual CPU] Intel Xeon E5540 @ 2.53GHz,2,4,4793,1104,80,59.91,Server
Intel Xeon E5603 @ 1.60GHz,1,4,1935,712,80,24.19,Server
[Dual CPU] Intel Xeon E5603 @ 1.60GHz,2,4,3548,710,80,44.35,Server
Intel Xeon E5606 @ 2.13GHz,1,4,2365,942,80,29.56,Server
[Dual CPU] Intel Xeon E5606 @ 2.13GHz,2,4,4258,882,80,53.22,Server
Intel Xeon E5607 @ 2.27GHz,1,4,2686,1002,80,33.58,Server
[Dual CPU] Intel Xeon E5607 @ 2.27GHz,2,4,4969,1009,80,62.11,Server
Intel Xeon E5620 @ 2.40GHz,1,4,3592,1103,80,44.9,Server
[Dual CPU] Intel Xeon E5620 @ 2.40GHz,2,4,6518,1089,80,81.47,Server
Intel Xeon E5630 @ 2.53GHz,1,4,3790,1186,80,47.38,Server
[Dual CPU] Intel Xeon E5630 @ 2.53GHz,2,4,6790,1167,80,84.88,Server
Intel Xeon E5640 @ 2.67GHz,1,4,3782,1175,80,47.28,Server
[Dual CPU] Intel Xeon E5640 @ 2.67GHz,2,4,7455,1252,80,93.19,Server
Intel Xeon E5645 @ 2.40GHz,1,6,5046,1156,80,63.08,Server
[Dual CPU] Intel Xeon E5645 @ 2.40GHz,2,6,9130,1175,80,114.12,Server
Intel Xeon E5649 @ 2.53GHz,1,6,5686,1327,80,71.08,Server
[Dual CPU] Intel Xeon E5649 @ 2.53GHz,2,6,9558,1214,80,119.48,Server
Intel Xeon E7- 2830 @ 2.13GHz,1,4,2027,559,105,19.3,Server
[Dual CPU] Intel Xeon E7- 4807 @ 1.87GHz,2,6,6223,721,95,65.51,Server
[Quad CPU] Intel Xeon E7- 4850 @ 2.00GHz,4,10,21385,931,130,164.5,Server
[Dual CPU] Intel Xeon E7- 4850 @ 2.00GHz,2,10,9571,703,130,73.62,Server
[Quad CPU] Intel Xeon E7- 4860 @ 2.27GHz,4,10,20367,1092,130,156.67,Server
[Quad CPU] Intel Xeon E7- 4870 @ 2.40GHz,4,10,24580,1109,130,189.08,Server
[Dual CPU] Intel Xeon E7- 4870 @ 2.40GHz,2,10,11939,1054,130,91.84,Server
[Quad CPU] Intel Xeon E7- 8837 @ 2.67GHz,4,8,17333,1011,130,133.33,Server
[Quad CPU] Intel Xeon E7- 8870 @ 2.40GHz,4,10,24434,1124,130,187.95,Server
Intel Xeon E7-4809 v2 @ 1.90GHz,1,6,16471,1006,105,156.87,Server
[Quad CPU] Intel Xeon E7-4830 @ 2.13GHz,4,8,19981,1012,105,190.3,Server
[Quad CPU] Intel Xeon E7-4880 v2 @ 2.50GHz,4,15,39311,1610,130,302.39,Server
[Quad CPU] Intel Xeon E7-4890 v2 @ 2.80GHz,4,15,45066,1798,155,290.75,Server
[Dual CPU] Intel Xeon E7-4890 v2 @ 2.80GHz,2,15,25055,1790,155,161.65,Server
[Quad CPU] Intel Xeon E7-8857 v2 @ 3.00GHz,4,12,36304,1935,130,279.26,Server
[3-Way CPU] Intel Xeon E7-8860 v4 @ 2.20GHz,3,18,22737,757,140,162.41,Server
[Quad CPU] Intel Xeon E7-8867 v3 @ 2.50GHz,4,16,46001,1730,165,278.79,Server
[Dual CPU] Intel Xeon E7-8880 v2 @ 2.50GHz,2,15,25966,1316,130,199.74,Server
Intel Xeon E7-8880 v3 @ 2.30GHz,1,18,18244,1612,150,121.63,Server
[Quad CPU] Intel Xeon E7-8880 v3 @ 2.30GHz,4,18,50157,1574,150,334.38,Server
[Dual CPU] Intel Xeon E7-8880 v3 @ 2.30GHz,2,18,34583,1787,150,230.55,Server
[Quad CPU] Intel Xeon E7-8880 v4 @ 2.20GHz,4,22,54647,1657,150,364.31,Server
[Dual CPU] Intel Xeon E7-8880 v4 @ 2.20GHz,2,22,37875,1647,150,252.5,Server
[Quad CPU] Intel Xeon E7-8890 v3 @ 2.50GHz,4,18,51476,1634,165,311.98,Server
[Quad CPU] Intel Xeon E7-8890 v4 @ 2.20GHz,4,24,67895,2099,165,411.48,Server
Intel Xeon E7-8891 v3 @ 2.80GHz,1,10,21615,1715,165,131,Server
[Quad CPU] Intel Xeon E7-8891 v4 @ 2.80GHz,4,10,47104,2130,165,285.48,Server
[Quad CPU] Intel Xeon E7-8893 v4 @ 3.20GHz,4,4,28424,2270,140,203.03,Server
[Quad CPU] Intel Xeon E7-8894 v4 @ 2.40GHz,4,24,60496,1858,165,366.64,Server
[Quad CPU] Intel Xeon E7-8895 v2 @ 2.80GHz,4,15,57307,2010,155,369.72,Server
Intel Xeon E7320 @ 2.13GHz,1,4,1469,776,80,18.36,Server
[Quad CPU] Intel Xeon E7320 @ 2.13GHz,4,4,5286,811,80,66.08,Server
[Quad CPU] Intel Xeon E7330 @ 2.40GHz,4,4,6792,933,80,84.9,Server
[Quad CPU] Intel Xeon E7340 @ 2.40GHz,4,4,6544,960,80,81.8,Server
[Quad CPU] Intel Xeon E7450 @ 2.40GHz,4,6,9932,1018,90,110.36,Server
[Quad CPU] Intel Xeon E7530 @ 1.87GHz,4,6,7231,887,105,68.87,Server
[Quad CPU] Intel Xeon E7540 @ 2.00GHz,4,6,9409,911,105,89.61,Server
Intel Xeon Gold 5115 @ 2.40GHz,1,10,14677,1857,85,172.67,Server
[Dual CPU] Intel Xeon Gold 5115 @ 2.40GHz,2,10,24383,1851,85,286.86,Server
Intel Xeon Gold 5117 @ 2.00GHz,1,14,15816,1531,105,150.63,Server
[Dual CPU] Intel Xeon Gold 5117 @ 2.00GHz,2,14,26794,1499,105,255.18,Server
Intel Xeon Gold 5118 @ 2.30GHz,1,12,16627,1785,105,158.35,Server
[Dual CPU] Intel Xeon Gold 5118 @ 2.30GHz,2,12,25395,1725,105,241.86,Server
Intel Xeon Gold 5120 @ 2.20GHz,1,14,18111,1741,105,172.49,Server
[Dual CPU] Intel Xeon Gold 5120 @ 2.20GHz,2,14,29566,1730,105,281.58,Server
Intel Xeon Gold 5120T @ 2.20GHz,1,14,18127,1849,105,172.64,Server
Intel Xeon Gold 5122 @ 3.60GHz,1,4,8868,2155,105,84.46,Server
[Dual CPU] Intel Xeon Gold 5122 @ 3.60GHz,2,4,16453,2208,105,156.7,Server
Intel Xeon Gold 5215 @ 2.50GHz,1,10,15624,1835,85,183.81,Server
[Dual CPU] Intel Xeon Gold 5215 @ 2.50GHz,2,10,22066,1953,85,259.6,Server
Intel Xeon Gold 5217 @ 3.00GHz,1,8,15429,2173,115,134.17,Server
[Dual CPU] Intel Xeon Gold 5217 @ 3.00GHz,2,8,25455,2089,115,221.35,Server
Intel Xeon Gold 5218 @ 2.30GHz,1,16,21986,2237,125,175.89,Server
[Quad CPU] Intel Xeon Gold 5218 @ 2.30GHz,4,16,54123,2273,125,432.98,Server
[Dual CPU] Intel Xeon Gold 5218 @ 2.30GHz,2,16,34156,2113,125,273.25,Server
[Dual CPU] Intel Xeon Gold 5218N @ 2.30GHz,2,16,41082,1785,110,373.47,Server
Intel Xeon Gold 5218R @ 2.10GHz,1,20,24742,2234,125,197.94,Server
[Dual CPU] Intel Xeon Gold 5218R @ 2.10GHz,2,20,40534,2193,125,324.27,Server
Intel Xeon Gold 5218T @ 2.10GHz,1,16,21433,2282,105,204.12,Server
[Dual CPU] Intel Xeon Gold 5218T @ 2.10GHz,2,16,35036,2014,105,333.68,Server
Intel Xeon Gold 5220 @ 2.20GHz,1,18,24154,2266,125,193.23,Server
[Dual CPU] Intel Xeon Gold 5220 @ 2.20GHz,2,18,41925,2211,125,335.4,Server
Intel Xeon Gold 5220R @ 2.20GHz,1,24,32765,2333,150,218.43,Server
[Dual CPU] Intel Xeon Gold 5220R @ 2.20GHz,2,24,54515,2287,150,363.43,Server
Intel Xeon Gold 5222 @ 3.80GHz,1,4,9489,2347,105,90.37,Server
[Dual CPU] Intel Xeon Gold 5222 @ 3.80GHz,2,4,17523,2297,105,166.89,Server
Intel Xeon Gold 5315Y @ 3.20GHz,1,8,20820,2480,140,148.71,Server
[Dual CPU] Intel Xeon Gold 5315Y @ 3.20GHz,2,8,36428,2471,140,260.2,Server
Intel Xeon Gold 5317 @ 3.00GHz,1,12,27387,2361,150,182.58,Server
[Dual CPU] Intel Xeon Gold 5317 @ 3.00GHz,2,12,40718,2345,150,271.45,Server
Intel Xeon Gold 5318H @ 2.50GHz,1,18,29301,2225,150,195.34,Server
[Quad CPU] Intel Xeon Gold 5318H @ 2.50GHz,4,18,70723,1975,150,471.49,Server
[Dual CPU] Intel Xeon Gold 5318H @ 2.50GHz,2,18,50218,2301,150,334.79,Server
Intel Xeon Gold 5318Y @ 2.10GHz,1,24,33283,2083,165,201.72,Server
[Dual CPU] Intel Xeon Gold 5318Y @ 2.10GHz,2,24,56985,2063,165,345.36,Server
Intel Xeon Gold 5320 @ 2.20GHz,1,26,37558,1826,185,203.02,Server
[Dual CPU] Intel Xeon Gold 5320 @ 2.20GHz,2,26,64917,2064,185,350.9,Server
Intel Xeon Gold 5320H @ 2.40GHz,1,20,31718,2428,150,211.45,Server
[Quad CPU] Intel Xeon Gold 5320H @ 2.40GHz,4,20,83263,2571,150,555.09,Server
[Dual CPU] Intel Xeon Gold 5320H @ 2.40GHz,2,20,53931,2485,150,359.54,Server
Intel Xeon Gold 5412U,1,24,52557,3119,185,284.09,Server
Intel Xeon Gold 5415+,1,8,24951,3247,150,166.34,Server
[Dual CPU] Intel Xeon Gold 5415+,2,8,44674,3248,150,297.83,Server
Intel Xeon Gold 5416S,1,16,35976,2888,150,239.84,Server
[Dual CPU] Intel Xeon Gold 5416S,2,16,62325,3028,150,415.5,Server
Intel Xeon Gold 5418Y,1,24,44487,1961,185,240.47,Server
[Dual CPU] Intel Xeon Gold 5418Y,2,24,81141,3000,185,438.6,Server
Intel Xeon Gold 5420+,1,28,58209,3408,205,283.95,Server
[Dual CPU] Intel Xeon Gold 5420+,2,28,88738,3012,205,432.87,Server
Intel Xeon Gold 5512U,1,28,60365,3072,185,326.3,Server
Intel Xeon Gold 5515+,1,8,25587,3406,165,155.07,Server
Intel Xeon Gold 6122 @ 1.80GHz,1,20,23781,2157,120,198.18,Server
[Dual CPU] Intel Xeon Gold 6122 @ 1.80GHz,2,20,40707,2202,120,339.22,Server
Intel Xeon Gold 6126 @ 2.60GHz,1,12,19189,2117,125,153.51,Server
[Dual CPU] Intel Xeon Gold 6126 @ 2.60GHz,2,12,30442,2114,125,243.54,Server
Intel Xeon Gold 6128 @ 3.40GHz,1,6,12881,2104,115,112.01,Server
[Dual CPU] Intel Xeon Gold 6128 @ 3.40GHz,2,6,22345,2152,115,194.3,Server
Intel Xeon Gold 6130 @ 2.10GHz,1,16,20647,2065,125,165.18,Server
[Dual CPU] Intel Xeon Gold 6130 @ 2.10GHz,2,16,33586,1939,125,268.69,Server
[Dual CPU] Intel Xeon Gold 6130H @ 2.10GHz,2,16,35440,2229,125,283.52,Server
Intel Xeon Gold 6130T @ 2.10GHz,1,16,21804,1698,125,174.43,Server
Intel Xeon Gold 6132 @ 2.60GHz,1,14,22099,2121,140,157.85,Server
[Dual CPU] Intel Xeon Gold 6132 @ 2.60GHz,2,14,34597,2173,140,247.12,Server
Intel Xeon Gold 6134 @ 3.20GHz,1,8,16621,2225,130,127.85,Server
[Quad CPU] Intel Xeon Gold 6134 @ 3.20GHz,4,8,40698,2221,130,313.06,Server
[Dual CPU] Intel Xeon Gold 6134 @ 3.20GHz,2,8,28513,2202,130,219.33,Server
Intel Xeon Gold 6136 @ 3.00GHz,1,12,20796,2207,150,138.64,Server
[Quad CPU] Intel Xeon Gold 6136 @ 3.00GHz,4,12,61131,1940,150,407.54,Server
[Dual CPU] Intel Xeon Gold 6136 @ 3.00GHz,2,12,35966,2170,150,239.77,Server
Intel Xeon Gold 6137 @ 3.90GHz,1,16,19365,2499,205,94.46,Server
Intel Xeon Gold 6138 @ 2.00GHz,1,20,24161,2055,125,193.29,Server
[Quad CPU] Intel Xeon Gold 6138 @ 2.00GHz,4,20,67444,2190,125,539.55,Server
[Dual CPU] Intel Xeon Gold 6138 @ 2.00GHz,2,20,42809,2097,125,342.47,Server
Intel Xeon Gold 6138T @ 2.00GHz,1,20,20649,2087,125,165.19,Server
[Dual CPU] Intel Xeon Gold 6138T @ 2.00GHz,2,20,36497,1915,125,291.98,Server
Intel Xeon Gold 6140 @ 2.30GHz,1,18,24445,2109,140,174.61,Server
[Dual CPU] Intel Xeon Gold 6140 @ 2.30GHz,2,18,39883,2103,140,284.88,Server
Intel Xeon Gold 6142 @ 2.60GHz,1,16,25215,2143,150,168.1,Server
[Dual CPU] Intel Xeon Gold 6142 @ 2.60GHz,2,16,35888,2101,150,239.25,Server
Intel Xeon Gold 6143 @ 2.80GHz,1,16,24786,2248,205,120.91,Server
[Dual CPU] Intel Xeon Gold 6143 @ 2.80GHz,2,16,46473,2392,205,226.7,Server
Intel Xeon Gold 6144 @ 3.50GHz,1,8,19993,2509,150,133.29,Server
[Dual CPU] Intel Xeon Gold 6144 @ 3.50GHz,2,8,29954,2466,150,199.69,Server
Intel Xeon Gold 6146 @ 3.20GHz,1,12,23296,2309,165,141.19,Server
[Dual CPU] Intel Xeon Gold 6146 @ 3.20GHz,2,12,38392,2346,165,232.68,Server
Intel Xeon Gold 6148 @ 2.40GHz,1,20,29009,2152,150,193.39,Server
[Dual CPU] Intel Xeon Gold 6148 @ 2.40GHz,2,20,46705,2109,150,311.37,Server
Intel Xeon Gold 6150 @ 2.70GHz,1,18,27446,2114,165,166.34,Server
[Quad CPU] Intel Xeon Gold 6150 @ 2.70GHz,4,18,64115,1921,165,388.58,Server
[Dual CPU] Intel Xeon Gold 6150 @ 2.70GHz,2,18,46724,2102,165,283.18,Server
Intel Xeon Gold 6152 @ 2.10GHz,1,22,25441,2006,140,181.72,Server
[Dual CPU] Intel Xeon Gold 6152 @ 2.10GHz,2,22,46051,2045,140,328.94,Server
Intel Xeon Gold 6154 @ 3.00GHz,1,18,28632,2239,200,143.16,Server
[Dual CPU] Intel Xeon Gold 6154 @ 3.00GHz,2,18,49294,2186,200,246.47,Server
Intel Xeon Gold 6208U @ 2.90GHz,1,16,27085,2265,150,180.57,Server
Intel Xeon Gold 6210U @ 2.50GHz,1,20,28915,2203,150,192.77,Server
Intel Xeon Gold 6212U @ 2.40GHz,1,24,27470,2013,165,166.48,Server
Intel Xeon Gold 6222V @ 1.80GHz,1,20,24764,2054,115,215.34,Server
Intel Xeon Gold 6226 @ 2.70GHz,1,12,20429,2064,125,163.43,Server
[Quad CPU] Intel Xeon Gold 6226 @ 2.70GHz,4,12,64957,2260,125,519.66,Server
[Dual CPU] Intel Xeon Gold 6226 @ 2.70GHz,2,12,32062,2203,125,256.5,Server
Intel Xeon Gold 6226R @ 2.90GHz,1,16,26297,2271,150,175.31,Server
[Dual CPU] Intel Xeon Gold 6226R @ 2.90GHz,2,16,39978,2107,150,266.52,Server
Intel Xeon Gold 6230 @ 2.10GHz,1,20,27069,2269,125,216.55,Server
[Dual CPU] Intel Xeon Gold 6230 @ 2.10GHz,2,20,45041,2128,125,360.33,Server
Intel Xeon Gold 6230R @ 2.10GHz,1,26,33724,2236,150,224.83,Server
[Dual CPU] Intel Xeon Gold 6230R @ 2.10GHz,2,26,53762,2245,150,358.41,Server
Intel Xeon Gold 6234 @ 3.30GHz,1,8,17752,2393,130,136.55,Server
[Dual CPU] Intel Xeon Gold 6234 @ 3.30GHz,2,8,30808,2390,130,236.98,Server
Intel Xeon Gold 6238 @ 2.10GHz,1,22,28668,1878,140,204.77,Server
Intel Xeon Gold 6238R @ 2.20GHz,1,28,37511,2362,165,227.34,Server
[Dual CPU] Intel Xeon Gold 6238R @ 2.20GHz,2,28,57049,2152,165,345.75,Server
Intel Xeon Gold 6240 @ 2.60GHz,1,18,28369,1990,150,189.13,Server
[Dual CPU] Intel Xeon Gold 6240 @ 2.60GHz,2,18,48736,2308,150,324.91,Server
Intel Xeon Gold 6240R @ 2.40GHz,1,24,33353,2312,165,202.14,Server
[Dual CPU] Intel Xeon Gold 6240R @ 2.40GHz,2,24,55974,2358,165,339.24,Server
Intel Xeon Gold 6242 @ 2.80GHz,1,16,26288,2196,150,175.25,Server
[Dual CPU] Intel Xeon Gold 6242 @ 2.80GHz,2,16,37742,2197,150,251.61,Server
Intel Xeon Gold 6242R @ 3.10GHz,1,20,34963,2424,205,170.55,Server
[Dual CPU] Intel Xeon Gold 6242R @ 3.10GHz,2,20,54398,2362,205,265.36,Server
Intel Xeon Gold 6244 @ 3.60GHz,1,8,18980,2546,150,126.53,Server
[Dual CPU] Intel Xeon Gold 6244 @ 3.60GHz,2,8,33625,2559,150,224.17,Server
Intel Xeon Gold 6246 @ 3.30GHz,1,12,24829,2468,165,150.48,Server
[Dual CPU] Intel Xeon Gold 6246 @ 3.30GHz,2,12,42206,2490,165,255.79,Server
Intel Xeon Gold 6246R @ 3.40GHz,1,16,30468,2341,205,148.62,Server
[Dual CPU] Intel Xeon Gold 6246R @ 3.40GHz,2,16,48396,2402,205,236.08,Server
Intel Xeon Gold 6248 @ 2.50GHz,1,20,29831,2284,150,198.87,Server
[Dual CPU] Intel Xeon Gold 6248 @ 2.50GHz,2,20,33619,1931,150,224.13,Server
Intel Xeon Gold 6248R @ 3.00GHz,1,24,36186,2301,205,176.52,Server
[Dual CPU] Intel Xeon Gold 6248R @ 3.00GHz,2,24,61068,2335,205,297.89,Server
Intel Xeon Gold 6250 @ 3.90GHz,1,8,20915,2703,185,113.05,Server
[Dual CPU] Intel Xeon Gold 6250 @ 3.90GHz,2,8,35164,2705,185,190.08,Server
Intel Xeon Gold 6252 @ 2.10GHz,1,24,27148,1883,150,180.99,Server
[Dual CPU] Intel Xeon Gold 6252 @ 2.10GHz,2,24,49891,2255,150,332.61,Server
[Dual CPU] Intel Xeon Gold 6252N @ 2.30GHz,2,24,49269,1942,150,328.46,Server
Intel Xeon Gold 6253CL @ 3.10GHz,1,18,28549,2311,205,139.26,Server
[Dual CPU] Intel Xeon Gold 6253CL @ 3.10GHz,2,18,49872,2401,205,243.28,Server
Intel Xeon Gold 6254 @ 3.10GHz,1,18,31513,2363,200,157.56,Server
[Dual CPU] Intel Xeon Gold 6254 @ 3.10GHz,2,18,53981,2338,200,269.9,Server
[Quad CPU] Intel Xeon Gold 6256 @ 3.60GHz,4,12,76542,2681,205,373.38,Server
[Dual CPU] Intel Xeon Gold 6256 @ 3.60GHz,2,12,46766,2634,205,228.13,Server
Intel Xeon Gold 6258R @ 2.70GHz,1,28,40252,2080,205,196.35,Server
[Dual CPU] Intel Xeon Gold 6258R @ 2.70GHz,2,28,63984,2346,205,312.12,Server
Intel Xeon Gold 6262 @ 1.90GHz,1,24,21823,1701,135,161.65,Server
[Dual CPU] Intel Xeon Gold 6262 @ 1.90GHz,2,24,47488,1886,135,351.76,Server
Intel Xeon Gold 6262V @ 1.90GHz,1,3,3155,1486,135,23.37,Server
[Dual CPU] Intel Xeon Gold 6266C @ 3.00GHz,2,22,51998,1970,205,253.65,Server
Intel Xeon Gold 6268CL @ 2.80GHz,1,24,34558,2278,205,168.58,Server
[Dual CPU] Intel Xeon Gold 6268CL @ 2.80GHz,2,24,60687,2353,205,296.03,Server
Intel Xeon Gold 6278C @ 2.60GHz,1,26,32835,2019,185,177.49,Server
Intel Xeon Gold 6312U @ 2.40GHz,1,24,42124,2344,185,227.7,Server
Intel Xeon Gold 6314U @ 2.30GHz,1,32,48013,2217,205,234.21,Server
Intel Xeon Gold 6326 @ 2.90GHz,1,16,35270,2365,185,190.65,Server
[Dual CPU] Intel Xeon Gold 6326 @ 2.90GHz,2,16,54086,2354,185,292.36,Server
Intel Xeon Gold 6330 @ 2.00GHz,1,28,43056,2034,205,210.03,Server
[Dual CPU] Intel Xeon Gold 6330 @ 2.00GHz,2,28,64417,1935,205,314.23,Server
Intel Xeon Gold 6330N @ 2.20GHz,1,28,36360,2322,165,220.36,Server
Intel Xeon Gold 6334 @ 3.60GHz,1,8,21521,2545,165,130.43,Server
[Dual CPU] Intel Xeon Gold 6334 @ 3.60GHz,2,8,34757,2516,165,210.65,Server
Intel Xeon Gold 6336Y @ 2.40GHz,1,24,45517,2522,185,246.04,Server
[Dual CPU] Intel Xeon Gold 6336Y @ 2.40GHz,2,24,71408,2542,185,385.99,Server
Intel Xeon Gold 6338 @ 2.00GHz,1,32,33814,2206,205,164.95,Server
[Dual CPU] Intel Xeon Gold 6338 @ 2.00GHz,2,32,68563,2185,205,334.45,Server
Intel Xeon Gold 6338N @ 2.20GHz,1,32,42086,2066,185,227.49,Server
[Dual CPU] Intel Xeon Gold 6338N @ 2.20GHz,2,32,65860,1955,185,356,Server
Intel Xeon Gold 6342 @ 2.80GHz,1,24,47320,2431,230,205.74,Server
[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz,2,24,73194,2351,230,318.23,Server
Intel Xeon Gold 6346 @ 3.10GHz,1,16,37665,2483,205,183.73,Server
[Dual CPU] Intel Xeon Gold 6346 @ 3.10GHz,2,16,55568,2461,205,271.06,Server
Intel Xeon Gold 6348 @ 2.60GHz,1,28,52276,2459,235,222.45,Server
[Dual CPU] Intel Xeon Gold 6348 @ 2.60GHz,2,28,75906,2354,235,323,Server
Intel Xeon Gold 6354 @ 3.00GHz,1,18,41445,2450,205,202.17,Server
[Dual CPU] Intel Xeon Gold 6354 @ 3.00GHz,2,18,64487,2480,205,314.57,Server
Intel Xeon Gold 6414U,1,32,57200,2610,250,228.8,Server
Intel Xeon Gold 6416H,1,18,40606,2860,165,246.1,Server
[Dual CPU] Intel Xeon Gold 6418H,2,24,84526,2901,185,456.9,Server
Intel Xeon Gold 6421N,1,32,58797,2978,185,317.82,Server
Intel Xeon Gold 6423N,1,28,57434,2998,195,294.53,Server
Intel Xeon Gold 6426Y,1,16,38159,2714,185,206.26,Server
[Dual CPU] Intel Xeon Gold 6426Y,2,16,68988,3082,185,372.91,Server
[Dual CPU] Intel Xeon Gold 6428N,2,32,86030,2672,185,465.03,Server
Intel Xeon Gold 6434,1,8,24836,2759,195,127.36,Server
[Dual CPU] Intel Xeon Gold 6434,2,8,48025,3423,195,246.28,Server
Intel Xeon Gold 6438N,1,32,52789,2315,205,257.51,Server
[Dual CPU] Intel Xeon Gold 6438Y+,2,32,93306,3273,205,455.15,Server
[Dual CPU] Intel Xeon Gold 6442Y,2,24,92983,3190,225,413.26,Server
[Dual CPU] Intel Xeon Gold 6444Y,2,16,70835,3269,270,262.35,Server
Intel Xeon Gold 6448Y,1,32,60449,2686,225,268.66,Server
[Dual CPU] Intel Xeon Gold 6448Y,2,32,104805,3277,225,465.8,Server
[Dual CPU] Intel Xeon Gold 6454S,2,32,85725,2355,270,317.5,Server
Intel Xeon Gold 6526Y,1,16,46025,3242,195,236.03,Server
[Dual CPU] Intel Xeon Gold 6526Y,2,16,69689,3095,195,357.38,Server
Intel Xeon Gold 6530,1,32,65533,3330,270,242.71,Server
[Dual CPU] Intel Xeon Gold 6530,2,32,97607,3280,270,361.51,Server
[Dual CPU] Intel Xeon Gold 6534,2,8,51562,3450,195,264.42,Server
Intel Xeon Gold 6538N,1,32,44895,1725,205,219,Server
[Dual CPU] Intel Xeon Gold 6544Y,2,16,79819,3227,270,295.63,Server
[Dual CPU] Intel Xeon Gold 6548Y+,2,32,85587,2446,205,417.5,Server
Intel Xeon L3110 @ 3.00GHz,1,2,1338,1279,45,29.73,Server
Intel Xeon L3360 @ 2.83GHz,1,4,2412,1224,65,37.11,Server
Intel Xeon L3406 @ 2.27GHz,1,2,928,647,30,30.93,Server
Intel Xeon L3426 @ 1.87GHz,1,4,2470,1231,45,54.89,Server
Intel Xeon L5240 @ 3.00GHz,1,2,1337,1299,40,33.42,Server
Intel Xeon L5310 @ 1.60GHz,1,4,1385,662,50,27.7,Server
Intel Xeon L5320 @ 1.86GHz,1,4,1118,281,50,22.36,Server
Intel Xeon L5335 @ 2.00GHz,1,4,1737,822,50,34.74,Server
Intel Xeon L5408 @ 2.13GHz,1,4,1769,936,40,44.22,Server
Intel Xeon L5410 @ 2.33GHz,1,4,1940,1029,50,38.8,Server
[Dual CPU] Intel Xeon L5410 @ 2.33GHz,2,4,3974,1009,50,79.48,Server
Intel Xeon L5420 @ 2.50GHz,1,4,2143,1100,50,42.86,Server
[Dual CPU] Intel Xeon L5420 @ 2.50GHz,2,4,4221,1100,50,84.42,Server
Intel Xeon L5430 @ 2.66GHz,1,4,2260,1154,50,45.2,Server
[Dual CPU] Intel Xeon L5430 @ 2.66GHz,2,4,4269,1131,50,85.38,Server
[Dual CPU] Intel Xeon L5506 @ 2.13GHz,2,4,4019,967,60,66.98,Server
Intel Xeon L5520 @ 2.27GHz,1,4,2274,1001,60,37.9,Server
[Dual CPU] Intel Xeon L5520 @ 2.27GHz,2,4,4561,969,60,76.02,Server
Intel Xeon L5530 @ 2.40GHz,1,4,2522,1169,60,42.03,Server
Intel Xeon L5609 @ 1.87GHz,1,4,3298,1160,40,82.45,Server
Intel Xeon L5630 @ 2.13GHz,1,4,3018,1033,40,75.45,Server
[Dual CPU] Intel Xeon L5630 @ 2.13GHz,2,4,5267,964,40,131.68,Server
Intel Xeon L5638 @ 2.00GHz,1,6,3707,862,60,61.78,Server
